,Date,Close,High,Low,Open,Volume
0,2019-01-02,10.060700416564941,10.060700416564941,10.060700416564941,10.060700416564941,0
1,2019-01-03,10.036399841308594,10.036399841308594,10.036399841308594,10.036399841308594,0
2,2019-01-04,10.01200008392334,10.038000106811523,10.01200008392334,10.038000106811523,0
3,2019-01-07,9.996999740600586,10.01200008392334,9.996999740600586,10.01200008392334,0
4,2019-01-08,9.984000205993652,9.991000175476074,9.984000205993652,9.991000175476074,0
5,2019-01-09,10.001999855041504,10.001999855041504,9.984000205993652,9.984000205993652,0
6,2019-01-10,10.015999794006348,10.015999794006348,10.010000228881836,10.010000228881836,0
7,2019-01-11,10.029999732971191,10.029999732971191,10.029999732971191,10.029999732971191,0
8,2019-01-14,10.039999961853027,10.039999961853027,10.039999961853027,10.039999961853027,0
9,2019-01-15,10.052000045776367,10.052000045776367,10.043999671936035,10.043999671936035,140
10,2019-01-16,10.057999610900879,10.057999610900879,10.052000045776367,10.052000045776367,0
11,2019-01-17,10.055999755859375,10.064000129699707,10.055999755859375,10.064000129699707,0
12,2019-01-18,10.055999755859375,10.055999755859375,10.055999755859375,10.055999755859375,0
13,2019-01-21,10.050000190734863,10.057999610900879,10.050000190734863,10.057999610900879,0
14,2019-01-22,10.064000129699707,10.065999984741211,10.064000129699707,10.065999984741211,100
15,2019-01-23,10.071999549865723,10.071999549865723,10.067999839782715,10.071999549865723,300
16,2019-01-24,10.112000465393066,10.112000465393066,10.079999923706055,10.079999923706055,0
17,2019-01-25,10.11400032043457,10.119999885559082,10.11400032043457,10.11400032043457,880
18,2019-01-28,10.105999946594238,10.107999801635742,10.105999946594238,10.107999801635742,15
19,2019-01-29,10.107999801635742,10.112000465393066,10.107999801635742,10.109999656677246,300
20,2019-01-30,10.11400032043457,10.11400032043457,10.109999656677246,10.109999656677246,0
21,2019-01-31,10.137999534606934,10.137999534606934,10.12600040435791,10.12600040435791,2250
22,2019-02-01,10.105999946594238,10.133999824523926,10.105999946594238,10.133999824523926,16
23,2019-02-04,10.100000381469727,10.11400032043457,10.095999717712402,10.095999717712402,1021
24,2019-02-05,10.095999717712402,10.10200023651123,10.092000007629395,10.10200023651123,813
25,2019-02-06,10.086000442504883,10.095999717712402,10.083999633789062,10.095999717712402,320
26,2019-02-07,10.088000297546387,10.088000297546387,10.081999778747559,10.083999633789062,52
27,2019-02-08,10.09000015258789,10.092000007629395,10.088000297546387,10.092000007629395,1165
28,2019-02-11,10.086000442504883,10.092000007629395,10.081999778747559,10.086000442504883,323
29,2019-02-12,10.086000442504883,10.092000007629395,10.0,10.0,1405
30,2019-02-13,10.104000091552734,10.104000091552734,10.092000007629395,10.092000007629395,6
31,2019-02-14,10.107999801635742,10.11400032043457,10.104000091552734,10.104000091552734,16
32,2019-02-15,10.105999946594238,10.105999946594238,10.097999572753906,10.104000091552734,170
33,2019-02-18,10.105999946594238,10.105999946594238,10.105999946594238,10.105999946594238,0
34,2019-02-19,10.112000465393066,10.116000175476074,10.112000465393066,10.112000465393066,115
35,2019-02-20,10.107999801635742,10.109999656677246,10.107999801635742,10.109999656677246,0
36,2019-02-21,10.10200023651123,10.11400032043457,10.097999572753906,10.104000091552734,217
37,2019-02-22,10.11400032043457,10.119999885559082,10.107999801635742,10.107999801635742,268
38,2019-02-25,10.121999740600586,10.12600040435791,10.121999740600586,10.12600040435791,400
39,2019-02-26,10.128000259399414,10.133999824523926,10.128000259399414,10.133999824523926,61
40,2019-02-27,10.100000381469727,10.12600040435791,10.100000381469727,10.12600040435791,0
41,2019-02-28,10.112000465393066,10.12399959564209,10.105999946594238,10.11400032043457,94832
42,2019-03-01,10.109999656677246,10.116000175476074,10.100000381469727,10.116000175476074,841
43,2019-03-04,10.12399959564209,10.12399959564209,10.109999656677246,10.109999656677246,10
44,2019-03-05,10.12600040435791,10.130000114440918,10.119999885559082,10.119999885559082,257
45,2019-03-06,10.157999992370605,10.157999992370605,10.130000114440918,10.142000198364258,1514
46,2019-03-07,10.204000473022461,10.204000473022461,10.154000282287598,10.154000282287598,1644
47,2019-03-08,10.199999809265137,10.208000183105469,10.196000099182129,10.197999954223633,234
48,2019-03-11,10.192000389099121,10.199999809265137,10.192000389099121,10.199999809265137,150
49,2019-03-12,10.1899995803833,10.204000473022461,10.173999786376953,10.197999954223633,1510
50,2019-03-13,10.185999870300293,10.1899995803833,10.184000015258789,10.184000015258789,2311
51,2019-03-14,10.1899995803833,10.194000244140625,10.180000305175781,10.184000015258789,507
52,2019-03-15,10.194000244140625,10.199999809265137,10.194000244140625,10.199999809265137,733
53,2019-03-18,10.211999893188477,10.211999893188477,10.199999809265137,10.199999809265137,810
54,2019-03-19,10.196000099182129,10.210000038146973,10.194000244140625,10.210000038146973,2214
55,2019-03-20,10.197999954223633,10.197999954223633,10.194000244140625,10.194000244140625,0
56,2019-03-21,10.239999771118164,10.246000289916992,10.220000267028809,10.220000267028809,3718
57,2019-03-22,10.281999588012695,10.281999588012695,10.180000305175781,10.23799991607666,291
58,2019-03-25,10.267999649047852,10.270000457763672,10.26200008392334,10.26200008392334,1712
59,2019-03-26,10.270000457763672,10.27400016784668,10.263999938964844,10.263999938964844,292
60,2019-03-27,10.29800033569336,10.29800033569336,10.279999732971191,10.279999732971191,4000
61,2019-03-28,10.277999877929688,10.293999671936035,10.277999877929688,10.293999671936035,380
62,2019-03-29,10.27400016784668,10.281999588012695,10.27400016784668,10.276000022888184,39
63,2019-04-01,10.241999626159668,10.258000373840332,10.239999771118164,10.25,370
64,2019-04-02,10.253999710083008,10.253999710083008,10.241999626159668,10.246000289916992,1699
65,2019-04-03,10.223999977111816,10.229999542236328,10.220000267028809,10.22599983215332,475
66,2019-04-04,10.239999771118164,10.239999771118164,10.223999977111816,10.223999977111816,23
67,2019-04-05,10.251999855041504,10.260000228881836,10.23799991607666,10.246000289916992,1691
68,2019-04-08,10.253999710083008,10.263999938964844,10.25,10.251999855041504,1307
69,2019-04-09,10.267999649047852,10.272000312805176,10.258000373840332,10.258000373840332,158
70,2019-04-10,10.28600025177002,10.28600025177002,10.27400016784668,10.27400016784668,47
71,2019-04-11,10.289999961853027,10.295999526977539,10.281999588012695,10.281999588012695,658
72,2019-04-12,10.251999855041504,10.288000106811523,10.251999855041504,10.288000106811523,359
73,2019-04-15,10.234000205993652,10.260000228881836,10.229999542236328,10.260000228881836,2563
74,2019-04-16,10.227999687194824,10.239999771118164,10.222000122070312,10.239999771118164,1956
75,2019-04-17,10.218000411987305,10.229999542236328,10.215999603271484,10.218000411987305,3403
76,2019-04-18,10.25,10.258000373840332,10.220000267028809,10.220000267028809,889
77,2019-04-23,10.222000122070312,10.236000061035156,10.218000411987305,10.236000061035156,1000
78,2019-04-24,10.258000373840332,10.263999938964844,10.229999542236328,10.229999542236328,62
79,2019-04-25,10.239999771118164,10.253999710083008,10.239999771118164,10.253999710083008,0
80,2019-04-26,10.270000457763672,10.270000457763672,10.244000434875488,10.244000434875488,129
81,2019-04-29,10.265999794006348,10.279999732971191,10.258000373840332,10.277999877929688,6182
82,2019-04-30,10.272000312805176,10.272000312805176,10.248000144958496,10.263999938964844,50
83,2019-05-02,10.267999649047852,10.272000312805176,10.267999649047852,10.272000312805176,33
84,2019-05-03,10.272000312805176,10.281999588012695,10.263999938964844,10.272000312805176,7870
85,2019-05-06,10.27400016784668,10.289999961853027,10.267999649047852,10.289999961853027,351
86,2019-05-07,10.288000106811523,10.293999671936035,10.276000022888184,10.276000022888184,355
87,2019-05-08,10.291999816894531,10.291999816894531,10.289999961853027,10.291999816894531,3432
88,2019-05-09,10.272000312805176,10.291999816894531,10.272000312805176,10.291999816894531,1
89,2019-05-10,10.272000312805176,10.288000106811523,10.272000312805176,10.27400016784668,1198
90,2019-05-13,10.277999877929688,10.281999588012695,10.272000312805176,10.272000312805176,14
91,2019-05-14,10.276000022888184,10.28600025177002,10.270000457763672,10.272000312805176,708
92,2019-05-15,10.289999961853027,10.302000045776367,10.279999732971191,10.279999732971191,3
93,2019-05-16,10.315999984741211,10.32800006866455,10.307999610900879,10.307999610900879,357
