"Date","Dernier","Ouv."," Plus Haut","Plus Bas","Vol.","Variation %"
"28/04/2023","1,66","10,00","88,00","1,63","","-57,53%"
"27/04/2023","3,92","14,40","14,40","0,87","","71,30%"
"26/04/2023","2,29","1,00","29,13","1,00","","453,51%"
"25/04/2023","0,41","10,00","28,33","0,41","","-9,23%"
"24/04/2023","0,46","2,00","2,49","0,03","","-93,29%"
"21/04/2023","6,78","12,00","91,00","0,83","","-5,68%"
"20/04/2023","7,19","1,12","7,19","1,12","","579,94%"
"19/04/2023","1,06","1,67","45,00","1,05","","-38,01%"
"18/04/2023","1,71","1,67","5,56","0,10","","-52,76%"
"17/04/2023","3,61","1,80","3,61","0,10","","4.777,03%"
"14/04/2023","0,07","1,67","18,80","0,07","","-95,10%"
"13/04/2023","1,51","1,67","2,65","0,36","","-53,12%"
"12/04/2023","3,22","2,50","20,00","0,12","","155,84%"
"11/04/2023","1,26","5,00","5,00","0,24","","907,20%"
"06/04/2023","0,13","5,00","5,00","0,00","","-77,52%"
"05/04/2023","0,56","0,13","0,66","0,13","","-74,32%"
"04/04/2023","2,16","1,47","4,96","0,68","","130,81%"
"03/04/2023","0,94","1,25","8,96","0,36","","-74,18%"
"31/03/2023","3,63","0,98","4,57","0,98","","323,92%"
"30/03/2023","0,86","4,50","69,67","0,67","","300,47%"
"29/03/2023","0,21","0,13","0,61","0,01","","-85,59%"
"28/03/2023","1,49","33,33","67,00","0,40","","3.275,00%"
"27/03/2023","0,04","0,33","1,46","0,03","","-96,64%"
"24/03/2023","1,31","37,50","84,67","0,24","","-43,64%"
"23/03/2023","2,33","76,00","77,00","1,21","","28,58%"
"22/03/2023","1,81","2,46","3,20","1,58","","-41,32%"
"21/03/2023","3,08","2,79","3,08","2,57","","-30,50%"
"20/03/2023","4,44","10,00","81,00","3,86","","-24,07%"
"17/03/2023","5,84","2,00","95,78","2,00","","1.893,86%"
"16/03/2023","0,29","0,31","0,41","0,14","","-75,36%"
"15/03/2023","1,19","0,04","25,82","0,04","","-35,38%"
"14/03/2023","1,84","1,00","3,85","0,57","","101,09%"
"13/03/2023","0,92","3,60","18,88","0,25","","-6,73%"
"10/03/2023","0,98","0,10","17,30","0,10","","-0,71%"
"09/03/2023","0,99","0,02","2,34","0,02","","703,25%"
"08/03/2023","0,12","1,67","6,09","0,12","","-90,18%"
"07/03/2023","1,25","0,25","41,36","0,14","","1,87%"
"06/03/2023","1,23","10,00","10,00","0,07","","9,24%"
"03/03/2023","1,13","0,03","15,40","0,03","","-61,73%"
"02/03/2023","2,94","0,05","14,90","0,05","","71,63%"
"01/03/2023","1,71","0,03","1,74","0,03","","123,34%"
"28/02/2023","0,77","0,11","1,04","0,09","","-97,44%"
"27/02/2023","29,92","0,14","29,92","0,12","","229,67%"
"24/02/2023","9,08","4,33","91,00","3,50","","-39,07%"
"23/02/2023","14,90","25,00","84,00","2,40","","6.702,28%"
"22/02/2023","0,22","1,18","1,18","0,22","","-24,74%"
"21/02/2023","0,29","0,12","0,29","0,00","","-92,61%"
"20/02/2023","3,94","0,01","6,57","0,01","","761,49%"
"17/02/2023","0,46","1,25","18,56","0,44","","-96,92%"
"16/02/2023","14,82","34,00","67,00","2,41","","1.781,09%"
"15/02/2023","0,79","0,35","1,44","0,18","","369,05%"
"14/02/2023","0,17","0,00","0,17","0,00","","-99,31%"
"13/02/2023","24,23","0,25","31,38","0,12","","1.034,94%"
"10/02/2023","2,13","0,08","2,13","0,01","","88,11%"
"09/02/2023","1,13","3,00","52,00","0,41","","-79,51%"
"08/02/2023","5,54","70,00","70,00","5,54","","261,55%"
"07/02/2023","1,53","50,00","50,50","1,12","","54,28%"
"06/02/2023","0,99","10,00","15,00","0,10","","8,64%"
"03/02/2023","0,91","0,80","39,00","0,33","","-49,61%"
"02/02/2023","1,81","2,15","17,86","1,33","","116,21%"
"01/02/2023","0,84","0,03","5,39","0,03","","266,38%"
"31/01/2023","0,23","3,00","3,00","0,03","","8,02%"
"30/01/2023","0,21","1,00","1,00","0,00","","-92,75%"
"27/01/2023","2,93","0,20","98,20","0,20","","52,63%"
"26/01/2023","1,92","1,17","1,92","0,08","","-92,64%"
"25/01/2023","26,04","96,00","99,25","25,55","","3.713,03%"
"24/01/2023","0,68","0,50","39,50","0,16","","-77,76%"
"23/01/2023","3,07","0,40","5,03","0,40","","85,22%"
"20/01/2023","1,66","0,01","2,13","0,01","","-58,99%"
"19/01/2023","4,04","1,00","46,09","0,50","","26,03%"
"18/01/2023","3,21","1,00","83,00","0,50","","68,58%"
"17/01/2023","1,90","20,25","52,82","1,67","","-52,76%"
"16/01/2023","4,03","1,00","17,68","0,07","","11.408,57%"
"13/01/2023","0,04","0,00","0,04","0,00","","-97,95%"
"12/01/2023","1,71","0,80","27,47","0,80","","6,83%"
"11/01/2023","1,60","0,10","1,60","0,01","","-13,68%"
"10/01/2023","1,85","1,00","2,73","0,00","","39,13%"
"09/01/2023","1,33","0,17","1,33","0,01","","66,33%"
"06/01/2023","0,80","0,04","4,06","0,01","","3,23%"
"05/01/2023","0,77","0,50","27,50","0,05","","-74,61%"
"04/01/2023","3,05","1,04","4,45","0,18","","615,73%"
"03/01/2023","0,43","2,00","55,34","0,04","","-97,54%"
"30/12/2022","17,32","50,00","60,50","17,32","","1.632,10%"
"29/12/2022","1,00","1,00","1,00","1,00","","-98,78%"
"28/12/2022","81,80","1,00","97,50","1,00","","2.992,63%"
"27/12/2022","2,64","1,00","2,93","1,00","","-37,13%"
"23/12/2022","4,21","1,05","5,81","1,05","","-88,24%"
"22/12/2022","35,79","0,33","80,33","0,33","","8.824,69%"
"21/12/2022","0,40","67,00","67,67","0,40","","17,60%"
"20/12/2022","0,34","51,00","51,00","0,34","","-98,66%"
"19/12/2022","25,52","75,06","75,06","24,45","","84,97%"
"16/12/2022","13,80","45,00","71,60","5,95","","707,90%"
"15/12/2022","1,71","0,74","3,18","0,25","","62,67%"
"14/12/2022","1,05","43,50","43,50","0,76","","-54,41%"
"13/12/2022","2,30","0,01","7,30","0,01","","14,35%"
"12/12/2022","2,01","0,25","8,72","0,25","","-0,44%"
"09/12/2022","2,02","6,00","26,67","1,08","","12,02%"
"08/12/2022","1,81","4,00","18,80","0,32","","60,82%"
"07/12/2022","1,12","3,66","8,37","1,12","","41,26%"
"06/12/2022","0,80","5,00","21,33","0,79","","-68,90%"
"05/12/2022","2,56","0,05","5,24","0,05","","58,07%"
"02/12/2022","1,62","31,00","31,00","1,38","","55,18%"
"01/12/2022","1,04","3,00","4,75","0,06","","4,41%"
"30/11/2022","1,00","0,40","24,60","0,35","","-68,28%"
"29/11/2022","3,15","1,00","4,00","0,01","","189,15%"
"28/11/2022","1,09","0,07","28,73","0,07","","-34,97%"
"25/11/2022","1,67","20,40","63,13","0,75","","-47,17%"
"24/11/2022","3,17","41,00","81,00","0,58","","125,89%"
"23/11/2022","1,40","1,00","5,84","0,29","","474,59%"
"22/11/2022","0,24","0,20","11,27","0,20","","-79,23%"
"21/11/2022","1,17","1,00","2,00","0,01","","138,34%"
"18/11/2022","0,49","0,04","4,35","0,04","","-9,87%"
"17/11/2022","0,55","17,58","17,58","0,45","","-56,38%"
"16/11/2022","1,25","0,75","1,93","0,02","","192,31%"
"15/11/2022","0,43","0,10","2,51","0,10","","-78,50%"
"14/11/2022","2,00","0,60","37,83","0,60","","-46,80%"
"11/11/2022","3,75","4,00","5,00","0,01","","357,32%"
"10/11/2022","0,82","65,67","65,67","0,82","","-14,14%"
"09/11/2022","0,95","1,00","14,58","0,07","","-33,86%"
"08/11/2022","1,44","0,50","89,22","0,11","","41,85%"
"07/11/2022","1,02","0,50","10,04","0,50","","-60,08%"
"04/11/2022","2,55","5,60","6,30","0,36","","-32,02%"
"03/11/2022","3,75","19,79","26,54","1,62","","25,87%"
"02/11/2022","2,98","0,05","5,53","0,03","","1.121,31%"
"01/11/2022","0,24","0,20","0,81","0,14","","-98,43%"
"31/10/2022","15,51","4,00","33,66","0,56","","7.115,81%"
"28/10/2022","0,22","2,00","3,50","0,03","","-69,33%"
"27/10/2022","0,70","0,42","6,73","0,42","","-37,80%"
"26/10/2022","1,13","5,00","17,00","0,19","","-29,47%"
"25/10/2022","1,60","3,33","12,53","0,52","","370,00%"
"24/10/2022","0,34","0,58","8,47","0,14","","-78,21%"
"21/10/2022","1,56","70,00","70,00","1,10","","-59,90%"
"20/10/2022","3,89","6,50","26,75","3,46","","2,05%"
"19/10/2022","3,81","45,50","90,96","3,77","","591,83%"
"18/10/2022","0,55","0,05","7,95","0,02","","-32,31%"
"17/10/2022","0,81","31,67","81,67","0,61","","-68,92%"
"14/10/2022","2,62","0,33","3,07","0,30","","12,11%"
"13/10/2022","2,34","1,51","2,35","1,51","","-96,43%"
"12/10/2022","65,42","0,56","85,05","0,55","","56.789,56%"
"11/10/2022","0,12","0,01","0,18","0,01","","-85,71%"
"10/10/2022","0,81","0,44","0,81","0,05","","121,15%"
"07/10/2022","0,36","13,00","66,00","0,36","","-79,64%"
"06/10/2022","1,79","35,00","35,00","0,38","","139,04%"
"05/10/2022","0,75","1,37","1,37","0,66","","-30,42%"
"04/10/2022","1,08","0,05","1,84","0,03","","46,46%"
"03/10/2022","0,73","0,17","9,90","0,17","","-63,46%"
"30/09/2022","2,01","0,05","2,03","0,02","","-41,02%"
"29/09/2022","3,41","0,08","7,18","0,01","","142,59%"
"28/09/2022","1,40","0,09","2,06","0,08","","-60,83%"
"27/09/2022","3,58","0,20","11,20","0,13","","285,79%"
"26/09/2022","0,93","0,01","5,51","0,01","","-76,89%"
"23/09/2022","4,02","0,51","7,97","0,46","","686,69%"
"22/09/2022","0,51","0,00","0,70","0,00","","-82,67%"
"21/09/2022","2,95","0,01","3,18","0,01","","67,94%"
"20/09/2022","1,76","0,09","22,39","0,03","","-6,35%"
"19/09/2022","1,88","0,38","5,70","0,06","","-90,94%"
"16/09/2022","20,70","0,40","25,14","0,10","","368,24%"
"15/09/2022","4,42","23,00","72,00","2,57","","375,38%"
"14/09/2022","0,93","29,00","32,40","0,88","","-59,01%"
"13/09/2022","2,27","6,50","10,16","0,55","","-50,42%"
"12/09/2022","4,58","75,50","75,50","1,32","","442,18%"
"09/09/2022","0,84","1,13","1,75","0,08","","-63,10%"
"08/09/2022","2,29","2,22","43,00","0,99","","261,30%"
"07/09/2022","0,63","75,00","75,00","0,24","","-85,79%"
"06/09/2022","4,46","1,00","21,14","0,14","","27,68%"
"05/09/2022","3,49","1,17","29,95","0,63","","92,18%"
"02/09/2022","1,82","0,01","2,13","0,01","","-21,62%"
"01/09/2022","2,32","0,13","4,94","0,11","","108,93%"
"31/08/2022","1,11","0,15","1,34","0,12","","25,88%"
"30/08/2022","0,88","25,00","25,00","0,28","","-27,49%"
"29/08/2022","1,22","1,00","1,74","0,01","","-10,33%"
"26/08/2022","1,36","0,01","5,44","0,01","","-25,55%"
"25/08/2022","1,82","0,00","1,95","0,00","","-41,27%"
"24/08/2022","3,10","0,01","16,27","0,00","","71,88%"
"23/08/2022","1,80","0,08","1,83","0,00","","96,41%"
"22/08/2022","0,92","0,68","2,08","0,28","","-42,55%"
"19/08/2022","1,60","19,00","19,00","0,14","","31,74%"
"18/08/2022","1,21","5,00","7,00","1,00","","-49,03%"
"17/08/2022","2,38","11,00","24,33","2,01","","122,22%"
"16/08/2022","1,07","6,00","16,50","0,29","","-38,69%"
"15/08/2022","1,75","0,04","10,78","0,03","","15,93%"
"12/08/2022","1,51","6,00","13,80","1,51","","18,85%"
"11/08/2022","1,27","19,00","22,00","0,14","","92,12%"
"10/08/2022","0,66","0,40","2,80","0,09","","-46,34%"
"09/08/2022","1,23","21,60","32,40","1,22","","-91,77%"
"08/08/2022","14,94","10,00","90,38","7,88","","7.447,98%"
"05/08/2022","0,20","0,08","5,58","0,08","","42,45%"
"04/08/2022","0,14","1,50","31,50","0,14","","-88,59%"
"03/08/2022","1,22","0,05","3,69","0,05","","-24,49%"
"02/08/2022","1,61","1,21","3,01","1,21","","-48,10%"
"29/07/2022","3,11","2,00","21,97","0,35","","-12,18%"
"28/07/2022","3,54","2,00","54,00","0,53","","494,79%"
"27/07/2022","0,60","1,50","1,50","0,05","","-28,49%"
"26/07/2022","0,83","1,04","1,04","0,51","","-75,16%"
"25/07/2022","3,35","0,04","3,71","0,03","","-3,65%"
"22/07/2022","3,48","0,04","3,97","0,01","","63,16%"
"21/07/2022","2,13","12,00","76,70","2,13","","-45,76%"
"20/07/2022","3,93","2,00","63,00","1,44","","5.209,46%"
"19/07/2022","0,07","0,05","0,10","0,00","","-77,09%"
"18/07/2022","0,32","4,00","8,18","0,32","","389,39%"
"15/07/2022","0,07","0,00","0,11","0,00","","-97,69%"
"14/07/2022","2,86","0,80","3,43","0,80","","156,55%"
"13/07/2022","1,11","84,00","84,33","0,99","","74,88%"
"12/07/2022","0,64","9,35","9,35","0,63","","-95,23%"
"11/07/2022","13,35","1,00","24,05","1,00","","1.388,85%"
"08/07/2022","0,90","34,33","80,60","0,82","","-21,45%"
"07/07/2022","1,14","0,76","5,92","0,51","","919,64%"
"06/07/2022","0,11","96,00","96,00","0,09","","-99,46%"
"05/07/2022","20,86","1,32","20,86","1,23","","1.923,38%"
"04/07/2022","1,03","0,40","1,09","0,03","","6,84%"
"01/07/2022","0,96","0,17","4,74","0,01","","-86,35%"
"30/06/2022","7,07","5,75","26,12","4,13","","35,61%"
"29/06/2022","5,21","87,00","87,00","3,06","","822,48%"
"28/06/2022","0,56","1,00","72,75","0,12","","-97,67%"
"27/06/2022","24,26","1,00","51,10","0,18","","650,48%"
"24/06/2022","3,23","11,50","22,50","0,71","","25,16%"
"23/06/2022","2,58","4,20","7,74","1,06","","-31,77%"
"22/06/2022","3,79","0,34","4,40","0,34","","65,62%"
"21/06/2022","2,29","6,25","6,38","0,88","","120,87%"
"20/06/2022","1,03","66,00","66,00","0,81","","-76,34%"
"17/06/2022","4,38","0,44","7,41","0,18","","391,57%"
"16/06/2022","0,89","0,00","1,03","0,00","","-56,48%"
"15/06/2022","2,05","1,00","6,00","0,74","","-17,41%"
"14/06/2022","2,48","0,25","8,16","0,16","","88,86%"
"13/06/2022","1,31","0,05","8,75","0,05","","-30,30%"
"10/06/2022","1,88","0,04","2,38","0,04","","-22,05%"
"09/06/2022","2,41","7,24","7,24","0,82","","125,09%"
"08/06/2022","1,07","62,00","65,00","0,80","","-58,40%"
"07/06/2022","2,58","1,00","4,90","0,26","","-10,21%"
"03/06/2022","2,87","0,02","4,66","0,02","","97,12%"
"02/06/2022","1,46","0,17","6,80","0,17","","-34,47%"
"01/06/2022","2,22","0,55","3,37","0,55","","9,62%"
"31/05/2022","2,03","7,00","61,00","1,64","","-7,95%"
"30/05/2022","2,20","0,41","10,66","0,04","","17,75%"
"27/05/2022","1,87","4,00","4,00","0,05","","42,42%"
"25/05/2022","1,31","30,00","52,50","0,36","","-45,54%"
"24/05/2022","2,41","2,94","5,23","1,73","","21,40%"
"23/05/2022","1,99","1,00","5,00","0,01","","157,92%"
"20/05/2022","0,77","23,50","23,50","0,51","","-34,24%"
"19/05/2022","1,17","88,00","88,00","0,32","","-51,89%"
"18/05/2022","2,43","1,67","3,10","0,05","","92,11%"
"17/05/2022","1,27","0,05","1,27","0,00","","-59,97%"
"16/05/2022","3,16","41,00","42,00","1,14","","384,69%"
"13/05/2022","0,65","1,00","5,60","0,09","","-79,42%"
"12/05/2022","3,17","0,83","10,45","0,46","","102,62%"
"11/05/2022","1,57","1,00","5,60","0,79","","-15,53%"
"10/05/2022","1,85","1,53","2,17","0,07","","-31,38%"
"09/05/2022","2,70","2,50","36,96","0,62","","5,67%"
"06/05/2022","2,56","0,03","8,52","0,03","","-34,32%"
"05/05/2022","3,89","40,33","72,00","3,89","","294,43%"
"04/05/2022","0,99","0,01","2,06","0,00","","-69,25%"
"03/05/2022","3,21","22,67","75,44","2,50","","263,12%"
"02/05/2022","0,88","0,20","1,50","0,03","","-41,38%"
"29/04/2022","1,51","0,64","4,69","0,64","","-1,89%"
"28/04/2022","1,54","0,50","1,54","0,05","","31,03%"
"27/04/2022","1,17","0,00","1,32","0,00","","-56,84%"
"26/04/2022","2,72","0,33","23,51","0,04","","43,43%"
"25/04/2022","1,89","2,25","3,16","0,01","","-18,25%"
"22/04/2022","2,32","75,00","75,50","1,58","","46,52%"
"21/04/2022","1,58","0,06","3,10","0,06","","-25,41%"
"20/04/2022","2,12","0,50","93,86","0,50","","-52,54%"
"19/04/2022","4,47","1,33","9,61","1,00","","169,38%"
"14/04/2022","1,66","0,19","3,06","0,12","","-48,76%"
"13/04/2022","3,24","0,03","9,52","0,03","","157,19%"
"12/04/2022","1,26","47,00","47,00","1,19","","-31,98%"
"11/04/2022","1,85","0,12","22,86","0,12","","-14,70%"
"08/04/2022","2,17","0,02","3,61","0,01","","82,20%"
"07/04/2022","1,19","0,33","20,40","0,33","","-62,39%"
"06/04/2022","3,17","1,01","27,29","1,01","","7,36%"
"05/04/2022","2,95","38,00","43,88","2,53","","-22,43%"
"04/04/2022","3,80","16,00","65,50","1,76","","30,73%"
"01/04/2022","2,91","0,50","17,11","0,17","","85,52%"
"31/03/2022","1,57","4,00","8,60","0,37","","-28,99%"
"30/03/2022","2,21","29,71","29,71","0,60","","8,34%"
"29/03/2022","2,04","1,25","4,99","0,34","","205,55%"
"28/03/2022","0,67","0,75","7,88","0,67","","-62,67%"
"25/03/2022","1,79","1,89","11,27","0,74","","-36,88%"
"24/03/2022","2,83","79,00","82,00","0,16","","202,78%"
"23/03/2022","0,94","2,50","2,50","0,05","","64,90%"
"22/03/2022","0,57","0,04","0,81","0,02","","-75,93%"
"21/03/2022","2,36","1,00","5,00","0,07","","66,86%"
"18/03/2022","1,41","0,80","1,85","0,27","","-18,94%"
"17/03/2022","1,74","0,20","2,27","0,09","","69,13%"
"16/03/2022","1,03","9,90","9,90","0,93","","-9,09%"
"15/03/2022","1,13","0,17","4,73","0,17","","0,00%"
"14/03/2022","1,13","4,00","4,46","0,07","","-80,90%"
"11/03/2022","5,93","0,80","10,35","0,55","","302,65%"
"10/03/2022","1,47","0,50","1,47","0,11","","-50,34%"
"09/03/2022","2,97","2,50","5,90","0,37","","77,71%"
"08/03/2022","1,67","1,67","5,65","0,18","","124,33%"
"07/03/2022","0,74","1,67","6,04","0,38","","-53,64%"
"04/03/2022","1,61","0,02","1,81","0,01","","-30,00%"
"03/03/2022","2,29","0,25","9,61","0,08","","13,12%"
"02/03/2022","2,03","1,00","10,99","0,42","","-2,83%"
"01/03/2022","2,09","0,50","31,10","0,50","","-39,52%"
"28/02/2022","3,45","5,00","9,74","0,55","","385,77%"
"25/02/2022","0,71","10,00","10,00","0,18","","-8,03%"
"24/02/2022","0,77","0,02","3,16","0,02","","-43,19%"
"23/02/2022","1,36","15,00","15,00","0,10","","19,95%"
"22/02/2022","1,13","15,00","15,25","0,69","","22,62%"
"21/02/2022","0,92","6,75","7,00","0,35","","-25,60%"
"18/02/2022","1,24","5,00","7,19","0,30","","10,11%"
"17/02/2022","1,13","3,00","8,93","0,45","","5,42%"
"16/02/2022","1,07","1,70","1,77","0,34","","128,14%"
"15/02/2022","0,47","2,00","19,00","0,05","","-45,47%"
"14/02/2022","0,86","1,10","6,76","0,65","","-40,40%"
"11/02/2022","1,44","0,73","3,49","0,69","","117,98%"
"10/02/2022","0,66","50,00","69,25","0,62","","-51,36%"
"09/02/2022","1,36","4,00","5,85","0,09","","138,77%"
"08/02/2022","0,57","0,50","6,16","0,07","","-82,46%"
"07/02/2022","3,25","8,00","16,32","1,89","","67,53%"
"04/02/2022","1,94","0,20","38,16","0,20","","207,94%"
"03/02/2022","0,63","0,10","1,36","0,03","","-55,94%"
"02/02/2022","1,43","2,00","3,65","0,31","","44,44%"
"01/02/2022","0,99","0,02","1,21","0,02","","-22,66%"
"31/01/2022","1,28","0,24","2,27","0,06","","-50,77%"
"28/01/2022","2,60","10,00","15,56","1,47","","147,62%"
"27/01/2022","1,05","2,50","2,50","0,02","","15,38%"
"26/01/2022","0,91","1,00","3,31","0,13","","15,19%"
"25/01/2022","0,79","63,50","82,67","0,38","","19,70%"
"24/01/2022","0,66","63,00","63,00","0,34","","-47,20%"
"21/01/2022","1,25","1,00","3,18","0,21","","-52,65%"
"20/01/2022","2,64","11,00","11,00","1,11","","164,00%"
"19/01/2022","1,00","0,54","2,53","0,54","","29,87%"
"18/01/2022","0,77","26,00","28,00","0,12","","-28,70%"
"17/01/2022","1,08","1,28","8,11","1,03","","-26,53%"
"14/01/2022","1,47","1,00","69,00","0,90","","-11,98%"
"13/01/2022","1,67","11,00","19,00","0,32","","47,79%"
"12/01/2022","1,13","0,05","2,75","0,03","","-48,40%"
"11/01/2022","2,19","4,00","6,54","0,45","","236,92%"
"10/01/2022","0,65","0,05","0,80","0,05","","-67,34%"
"07/01/2022","1,99","1,00","3,90","0,69","","48,51%"
"06/01/2022","1,34","15,00","17,00","0,33","","-48,26%"
"05/01/2022","2,59","0,10","2,72","0,01","","34,90%"
"04/01/2022","1,92","1,67","19,33","0,74","","-51,64%"
"03/01/2022","3,97","10,00","25,75","0,47","","257,66%"
"30/12/2021","1,11","5,00","75,00","0,73","","-49,77%"
"29/12/2021","2,21","1,00","75,00","1,00","","225,00%"
"28/12/2021","0,68","82,00","84,00","0,31","","-73,85%"
"27/12/2021","2,60","2,50","2,72","0,08","","94,03%"
"23/12/2021","1,34","27,50","40,00","0,82","","39,58%"
"22/12/2021","0,96","40,00","54,60","0,37","","-69,72%"
"21/12/2021","3,17","0,44","3,74","0,14","","213,86%"
"20/12/2021","1,01","12,67","19,33","0,56","","-37,27%"
"17/12/2021","1,61","1,50","1,61","0,03","","192,73%"
"16/12/2021","0,55","2,20","4,65","0,27","","-71,05%"
"15/12/2021","1,90","2,00","60,50","1,40","","45,04%"
"14/12/2021","1,31","62,50","87,00","0,82","","29,70%"
"13/12/2021","1,01","3,33","25,75","0,45","","-15,83%"
"10/12/2021","1,20","7,50","40,82","1,00","","30,43%"
"09/12/2021","0,92","8,00","8,00","0,22","","8,24%"
"08/12/2021","0,85","12,36","20,80","0,74","","-11,46%"
"07/12/2021","0,96","2,00","88,00","0,37","","-8,57%"
"06/12/2021","1,05","10,00","10,00","0,03","","-69,12%"
"03/12/2021","3,40","12,50","88,25","3,28","","236,63%"
"02/12/2021","1,01","0,33","6,92","0,09","","-46,84%"
"01/12/2021","1,90","0,02","1,94","0,01","","-60,42%"
"30/11/2021","4,80","5,00","98,00","1,41","","54,84%"
"29/11/2021","3,10","11,50","11,50","0,38","","106,67%"
"26/11/2021","1,50","2,57","7,56","0,44","","-61,34%"
"25/11/2021","3,88","1,62","16,20","0,36","","82,16%"
"24/11/2021","2,13","0,10","12,40","0,10","","-42,28%"
"23/11/2021","3,69","0,20","7,91","0,20","","12,50%"
"22/11/2021","3,28","10,67","20,88","2,33","","44,49%"
"19/11/2021","2,27","15,20","15,20","2,13","","18,85%"
"18/11/2021","1,91","18,00","93,33","1,32","","42,54%"
"17/11/2021","1,34","10,00","10,00","0,06","","76,32%"
"16/11/2021","0,76","29,00","29,00","0,58","","-67,24%"
"15/11/2021","2,32","0,20","21,40","0,20","","209,33%"
"12/11/2021","0,75","0,10","1,79","0,01","","-73,87%"
"11/11/2021","2,87","1,57","3,27","0,11","","-14,84%"
"10/11/2021","3,37","0,86","19,30","0,86","","270,33%"
"09/11/2021","0,91","1,00","63,00","0,44","","-2,15%"
"08/11/2021","0,93","2,00","2,27","0,08","","-29,55%"
"05/11/2021","1,32","1,00","1,54","0,01","","-78,85%"
"04/11/2021","6,24","4,75","10,93","1,67","","86,27%"
"03/11/2021","3,35","1,50","60,32","0,43","","308,54%"
"02/11/2021","0,82","19,00","19,00","0,62","","-2,38%"
"01/11/2021","0,84","1,00","29,50","0,66","","-25,00%"
"29/10/2021","1,12","0,20","13,82","0,09","","154,55%"
"28/10/2021","0,44","2,00","38,00","0,44","","-88,14%"
"27/10/2021","3,71","13,00","17,00","0,39","","214,41%"
"26/10/2021","1,18","52,67","76,50","0,80","","-32,95%"
"25/10/2021","1,76","42,00","90,00","1,48","","175,00%"
"22/10/2021","0,64","0,50","2,62","0,01","","-60,49%"
"21/10/2021","1,62","14,00","21,08","0,49","","14,08%"
"20/10/2021","1,42","0,14","2,34","0,09","","77,50%"
"19/10/2021","0,80","0,33","12,55","0,17","","-27,27%"
"18/10/2021","1,10","1,33","1,69","0,05","","25,00%"
"15/10/2021","0,88","0,40","15,38","0,40","","-24,14%"
"14/10/2021","1,16","6,00","12,00","0,95","","8,41%"
"13/10/2021","1,07","20,00","26,00","0,20","","160,98%"
"12/10/2021","0,41","5,62","5,62","0,15","","-74,85%"
"11/10/2021","1,63","81,00","82,00","1,14","","32,52%"
"08/10/2021","1,23","2,50","58,00","1,19","","36,67%"
"07/10/2021","0,90","1,07","1,85","0,55","","-19,64%"
"06/10/2021","1,12","14,00","23,00","0,28","","-3,45%"
"05/10/2021","1,16","1,00","11,00","0,29","","-31,36%"
"04/10/2021","1,69","3,00","18,00","0,34","","-55,64%"
"01/10/2021","3,81","6,33","9,67","0,36","","535,00%"
"30/09/2021","0,60","22,00","44,00","0,32","","-68,42%"
"29/09/2021","1,90","1,43","2,48","1,09","","3,26%"
"28/09/2021","1,84","0,50","40,50","0,50","","-14,42%"
"27/09/2021","2,15","2,86","3,10","0,03","","11,98%"
"24/09/2021","1,92","2,50","40,50","0,97","","433,33%"
"23/09/2021","0,36","5,00","8,56","0,36","","-91,84%"
"22/09/2021","4,41","3,00","75,53","0,55","","7,04%"
"21/09/2021","4,12","62,00","62,00","1,16","","151,22%"
"20/09/2021","1,64","1,80","7,72","1,05","","-23,00%"
"17/09/2021","2,13","18,00","21,20","0,79","","-31,73%"
"16/09/2021","3,12","0,09","5,28","0,08","","149,60%"
"15/09/2021","1,25","1,00","25,25","0,25","","22,55%"
"14/09/2021","1,02","1,00","4,58","0,09","","-52,56%"
"13/09/2021","2,15","0,43","36,17","0,40","","131,18%"
"10/09/2021","0,93","0,36","1,61","0,32","","5,68%"
"09/09/2021","0,88","5,00","98,00","0,88","","-70,47%"
"08/09/2021","2,98","0,50","8,91","0,18","","92,26%"
"07/09/2021","1,55","1,44","2,60","0,07","","-39,69%"
"06/09/2021","2,57","5,50","7,33","0,14","","-8,21%"
"03/09/2021","2,80","25,00","88,50","1,98","","42,86%"
"02/09/2021","1,96","2,45","11,35","0,39","","206,25%"
"01/09/2021","0,64","0,56","0,86","0,28","","-67,01%"
"31/08/2021","1,94","1,00","2,95","0,07","","-53,70%"
"30/08/2021","4,19","58,00","60,00","2,59","","-41,48%"
"27/08/2021","7,16","1,00","7,60","1,00","","581,90%"
"26/08/2021","1,05","3,00","43,40","1,05","","-65,91%"
"25/08/2021","3,08","0,39","16,97","0,39","","76,00%"
"24/08/2021","1,75","12,33","12,33","0,22","","-77,79%"
"23/08/2021","7,88","0,17","19,83","0,17","","67,30%"
"20/08/2021","4,71","1,00","8,99","1,00","","295,80%"
"19/08/2021","1,19","60,00","93,00","1,19","","4,39%"
"18/08/2021","1,14","0,15","1,19","0,11","","171,43%"
"17/08/2021","0,42","2,77","2,77","0,20","","2,44%"
"16/08/2021","0,41","3,00","11,50","0,39","","-82,40%"
"13/08/2021","2,33","1,00","37,22","1,00","","54,30%"
"12/08/2021","1,51","17,50","28,33","1,32","","-71,83%"
"11/08/2021","5,36","0,12","18,46","0,12","","206,29%"
"10/08/2021","1,75","0,14","43,29","0,14","","-52,57%"
"09/08/2021","3,69","2,70","4,27","0,39","","-41,34%"
"06/08/2021","6,29","0,06","6,30","0,06","","180,80%"
"05/08/2021","2,24","1,80","3,27","0,15","","35,76%"
"04/08/2021","1,65","0,07","7,65","0,07","","-10,81%"
