"Date","Dernier","Ouv."," Plus Haut","Plus Bas","Vol.","Variation %"
"03/08/2021","1,85","0,03","5,98","0,01","","103,30%"
"02/08/2021","0,91","2,00","41,50","0,91","","-27,78%"
"30/07/2021","1,26","3,33","12,50","0,95","","-18,71%"
"29/07/2021","1,55","1,00","7,11","0,06","","-62,38%"
"28/07/2021","4,12","0,02","5,59","0,02","","373,56%"
"27/07/2021","0,87","0,85","0,96","0,15","","-60,99%"
"26/07/2021","2,23","2,18","2,79","0,54","","10,95%"
"23/07/2021","2,01","3,33","3,62","0,08","","318,75%"
"22/07/2021","0,48","0,03","0,48","0,03","","50,00%"
"21/07/2021","0,32","3,00","4,00","0,06","","-40,74%"
"20/07/2021","0,54","0,10","4,54","0,08","","-71,87%"
"19/07/2021","1,92","0,06","2,43","0,03","","152,63%"
"16/07/2021","0,76","4,00","9,58","0,74","","-41,54%"
"15/07/2021","1,30","2,00","4,90","0,80","","-8,45%"
"14/07/2021","1,42","6,00","32,00","0,66","","-13,41%"
"13/07/2021","1,64","8,00","42,33","0,19","","0,00%"
"12/07/2021","1,64","66,67","66,67","0,96","","-21,53%"
"09/07/2021","2,09","10,07","10,07","1,70","","33,12%"
"08/07/2021","1,57","1,00","36,00","0,46","","30,83%"
"07/07/2021","1,20","0,52","2,56","0,26","","-17,24%"
"06/07/2021","1,45","2,00","2,00","0,02","","35,51%"
"05/07/2021","1,07","22,00","40,00","0,85","","-60,22%"
"02/07/2021","2,69","0,39","2,75","0,23","","-58,29%"
"01/07/2021","6,45","0,04","7,12","0,04","","181,66%"
"30/06/2021","2,29","10,10","30,10","0,99","","-63,94%"
"29/06/2021","6,35","0,13","6,35","0,13","","282,53%"
"28/06/2021","1,66","1,00","7,38","0,28","","-65,70%"
"25/06/2021","4,84","1,00","9,39","0,79","","113,22%"
"24/06/2021","2,27","0,62","3,62","0,62","","-23,57%"
"23/06/2021","2,97","24,80","59,79","2,46","","-21,43%"
"22/06/2021","3,78","1,40","5,88","0,57","","-17,29%"
"21/06/2021","4,57","1,50","40,00","1,50","","413,48%"
"18/06/2021","0,89","3,75","10,00","0,14","","-57,42%"
"17/06/2021","2,09","1,50","18,41","0,91","","-61,01%"
"16/06/2021","5,36","0,11","7,45","0,10","","135,09%"
"15/06/2021","2,28","1,55","8,32","1,22","","-26,69%"
"14/06/2021","3,11","0,13","3,12","0,11","","44,65%"
"11/06/2021","2,15","1,50","19,00","0,67","","-70,83%"
"10/06/2021","7,37","14,00","14,00","0,99","","667,71%"
"09/06/2021","0,96","7,50","8,00","0,19","","7,87%"
"08/06/2021","0,89","0,14","4,79","0,14","","-43,67%"
"07/06/2021","1,58","2,00","5,00","0,21","","5,33%"
"04/06/2021","1,50","2,00","2,54","0,03","","7,14%"
"03/06/2021","1,40","2,00","2,57","0,19","","-28,93%"
"02/06/2021","1,97","0,20","3,63","0,04","","496,97%"
"01/06/2021","0,33","1,80","1,80","0,15","","-78,00%"
"31/05/2021","1,50","0,15","5,08","0,15","","-39,52%"
"28/05/2021","2,48","9,00","9,00","0,03","","287,50%"
"27/05/2021","0,64","19,50","19,50","0,48","","-51,15%"
"26/05/2021","1,31","5,00","54,50","0,48","","-49,62%"
"25/05/2021","2,60","59,00","59,00","0,81","","10,17%"
"21/05/2021","2,36","0,26","3,82","0,12","","78,79%"
"20/05/2021","1,32","3,00","95,50","1,30","","-48,03%"
"19/05/2021","2,54","0,16","15,00","0,16","","876,92%"
"18/05/2021","0,26","42,00","91,00","0,07","","-89,03%"
"17/05/2021","2,37","1,00","17,39","0,50","","-14,75%"
"14/05/2021","2,78","1,50","5,38","0,41","","28,11%"
"12/05/2021","2,17","4,00","62,00","0,41","","38,22%"
"11/05/2021","1,57","3,46","17,40","0,73","","-45,49%"
"10/05/2021","2,88","2,33","84,50","2,33","","-26,15%"
"07/05/2021","3,90","9,50","11,00","1,40","","82,24%"
"06/05/2021","2,14","1,00","3,85","0,36","","-28,19%"
"05/05/2021","2,98","1,35","2,98","0,17","","727,78%"
"04/05/2021","0,36","5,13","15,31","0,34","","-69,49%"
"03/05/2021","1,18","0,93","2,00","0,20","","-26,25%"
"30/04/2021","1,60","13,00","13,00","0,34","","8,84%"
"29/04/2021","1,47","0,50","1,97","0,15","","16,67%"
"28/04/2021","1,26","1,00","5,93","0,92","","50,00%"
"27/04/2021","0,84","1,00","93,25","0,11","","-96,10%"
"26/04/2021","21,53","6,00","24,00","0,61","","1.494,81%"
"23/04/2021","1,35","32,00","32,00","1,10","","-78,50%"
"22/04/2021","6,28","0,35","6,28","0,08","","419,01%"
"21/04/2021","1,21","1,12","1,83","0,12","","12,04%"
"20/04/2021","1,08","0,02","1,11","0,02","","-54,04%"
"19/04/2021","2,35","0,91","11,19","0,40","","92,62%"
"16/04/2021","1,22","1,60","5,38","0,63","","159,57%"
"15/04/2021","0,47","8,85","8,90","0,28","","-69,28%"
"14/04/2021","1,53","20,00","90,00","0,42","","20,47%"
"13/04/2021","1,27","80,00","80,00","0,83","","-50,20%"
"12/04/2021","2,55","59,00","59,00","1,40","","117,95%"
"09/04/2021","1,17","10,00","10,00","0,05","","-75,57%"
"08/04/2021","4,79","1,00","4,79","0,23","","61,82%"
"07/04/2021","2,96","4,00","5,06","0,10","","11,70%"
"06/04/2021","2,65","1,00","6,00","0,46","","239,74%"
"01/04/2021","0,78","9,70","10,40","0,34","","-60,61%"
"31/03/2021","1,98","1,14","4,94","1,14","","-50,75%"
"30/03/2021","4,02","0,88","6,95","0,88","","58,27%"
"29/03/2021","2,54","2,00","21,50","1,60","","-25,29%"
"26/03/2021","3,40","0,80","11,74","0,60","","178,69%"
"25/03/2021","1,22","2,80","4,66","0,23","","-93,88%"
"24/03/2021","19,95","1,67","72,58","1,67","","1.400,00%"
"23/03/2021","1,33","1,00","4,37","0,08","","-61,11%"
"22/03/2021","3,42","0,01","3,95","0,01","","69,31%"
"19/03/2021","2,02","3,33","15,25","0,58","","260,71%"
"18/03/2021","0,56","0,31","0,64","0,11","","-65,22%"
"17/03/2021","1,61","1,00","78,00","0,81","","54,81%"
"16/03/2021","1,04","4,00","42,00","0,22","","-83,14%"
"15/03/2021","6,17","22,50","33,08","2,07","","101,63%"
"12/03/2021","3,06","83,00","92,50","2,51","","115,49%"
"11/03/2021","1,42","1,00","6,06","0,51","","-19,77%"
"10/03/2021","1,77","0,20","30,40","0,20","","-49,14%"
"09/03/2021","3,48","4,00","17,00","1,44","","-33,21%"
"08/03/2021","5,21","1,00","8,19","0,12","","2,36%"
"05/03/2021","5,09","30,50","41,00","2,74","","37,57%"
"04/03/2021","3,70","0,05","7,80","0,02","","-25,85%"
"03/03/2021","4,99","0,08","16,30","0,08","","357,80%"
"02/03/2021","1,09","0,92","7,30","0,43","","-73,61%"
"01/03/2021","4,13","4,70","5,25","0,52","","14,72%"
"26/02/2021","3,60","1,00","3,60","1,00","","27,66%"
"25/02/2021","2,82","26,00","80,00","0,33","","-30,88%"
"24/02/2021","4,08","7,00","7,00","0,03","","50,00%"
"23/02/2021","2,72","0,91","15,83","0,43","","-33,33%"
"22/02/2021","4,08","0,10","19,30","0,10","","185,31%"
"19/02/2021","1,43","1,00","9,65","0,83","","27,68%"
"18/02/2021","1,12","18,00","18,00","0,53","","-70,37%"
"17/02/2021","3,78","2,00","40,67","1,21","","103,23%"
"16/02/2021","1,86","2,00","5,55","0,13","","-2,62%"
"15/02/2021","1,91","5,00","6,25","0,23","","-20,08%"
"12/02/2021","2,39","0,96","12,10","0,96","","107,83%"
"11/02/2021","1,15","2,00","15,00","0,18","","-42,79%"
"10/02/2021","2,01","2,00","38,04","1,12","","171,62%"
"09/02/2021","0,74","2,10","10,13","0,17","","-80,16%"
"08/02/2021","3,73","1,00","6,45","0,37","","19,55%"
"05/02/2021","3,12","10,00","47,73","3,00","","-68,71%"
"04/02/2021","9,97","1,00","16,69","0,06","","43,45%"
"03/02/2021","6,95","0,95","15,80","0,87","","168,34%"
"02/02/2021","2,59","1,00","26,21","0,96","","-33,07%"
"01/02/2021","3,87","2,07","8,62","1,07","","61,25%"
"29/01/2021","2,40","23,00","23,00","0,20","","-16,67%"
"28/01/2021","2,88","60,00","80,00","1,20","","111,76%"
"27/01/2021","1,36","56,00","86,00","1,20","","-23,60%"
"26/01/2021","1,78","1,20","99,20","1,20","","-51,89%"
"25/01/2021","3,70","19,50","19,50","0,46","","444,12%"
"22/01/2021","0,68","0,75","5,15","0,31","","-61,58%"
"21/01/2021","1,77","8,37","11,77","0,80","","41,60%"
"20/01/2021","1,25","4,00","5,05","0,25","","3,31%"
"19/01/2021","1,21","0,10","12,48","0,10","","-16,55%"
"18/01/2021","1,45","0,80","1,99","0,51","","-33,49%"
"15/01/2021","2,18","0,69","4,38","0,18","","66,41%"
"14/01/2021","1,31","62,00","62,00","0,27","","-2,24%"
"13/01/2021","1,34","31,00","31,00","0,58","","-42,74%"
"12/01/2021","2,34","1,67","3,11","0,07","","-25,48%"
"11/01/2021","3,14","1,53","3,92","0,39","","177,88%"
"08/01/2021","1,13","2,50","7,74","0,35","","-144,31%"
"07/01/2021","-2,55","0,25","36,10","-2,55","","-255,49%"
"06/01/2021","1,64","2,00","2,54","0,50","","33,33%"
"05/01/2021","1,23","0,33","4,10","0,07","","-30,90%"
"04/01/2021","1,78","34,75","91,17","1,55","","33,83%"
"30/12/2020","1,33","0,50","2,58","0,29","","-24,86%"
"29/12/2020","1,77","1,03","1,87","0,74","","124,05%"
"28/12/2020","0,79","1,00","3,85","0,29","","14,49%"
"23/12/2020","0,69","0,06","1,84","0,06","","-42,50%"
"22/12/2020","1,20","55,00","68,00","0,67","","-56,99%"
"21/12/2020","2,79","1,00","68,38","1,00","","134,45%"
"18/12/2020","1,19","11,00","11,00","0,37","","5,31%"
"17/12/2020","1,13","47,00","47,00","0,33","","-53,11%"
"16/12/2020","2,41","21,50","41,50","0,97","","-9,06%"
"15/12/2020","2,65","29,00","33,43","1,04","","31,84%"
"14/12/2020","2,01","5,00","65,00","1,12","","5,79%"
"11/12/2020","1,90","93,67","97,00","0,94","","-55,29%"
"10/12/2020","4,25","1,25","9,14","0,91","","162,35%"
"09/12/2020","1,62","0,87","3,50","0,64","","-60,29%"
"08/12/2020","4,08","1,00","10,15","0,60","","121,74%"
"07/12/2020","1,84","0,77","5,01","0,38","","-61,34%"
"04/12/2020","4,76","3,50","14,93","1,64","","98,33%"
"03/12/2020","2,40","0,12","2,75","0,10","","33,33%"
"02/12/2020","1,80","0,08","2,45","0,01","","-16,28%"
"01/12/2020","2,15","0,20","4,13","0,02","","230,77%"
"30/11/2020","0,65","6,25","20,30","0,65","","-68,75%"
"27/11/2020","2,08","0,05","21,69","0,05","","-39,36%"
"26/11/2020","3,43","83,00","99,00","1,69","","1,48%"
"25/11/2020","3,38","92,00","92,00","1,81","","83,70%"
"24/11/2020","1,84","1,01","2,31","1,01","","24,32%"
"23/11/2020","1,48","0,20","18,91","0,20","","-28,16%"
"20/11/2020","2,06","1,50","22,71","0,49","","54,89%"
"19/11/2020","1,33","0,79","1,45","0,23","","34,34%"
"18/11/2020","0,99","0,50","5,71","0,18","","-61,78%"
"17/11/2020","2,59","3,10","27,60","1,72","","34,90%"
"16/11/2020","1,92","0,50","21,02","0,40","","46,56%"
"13/11/2020","1,31","8,00","8,00","0,44","","-64,11%"
"12/11/2020","3,65","0,50","11,78","0,48","","250,96%"
"11/11/2020","1,04","1,00","23,08","0,40","","-30,67%"
"10/11/2020","1,50","11,00","76,43","0,82","","3,45%"
"09/11/2020","1,45","0,20","7,50","0,20","","-29,61%"
"06/11/2020","2,06","0,25","9,97","0,25","","-31,79%"
"05/11/2020","3,02","0,33","8,00","0,33","","1,34%"
"04/11/2020","2,98","2,00","54,00","1,49","","-8,87%"
"03/11/2020","3,27","5,00","5,00","0,20","","202,78%"
"02/11/2020","1,08","0,10","5,68","0,10","","-49,06%"
"30/10/2020","2,12","2,00","2,33","0,32","","22,54%"
"29/10/2020","1,73","4,00","38,75","0,84","","-28,81%"
"28/10/2020","2,43","3,00","4,30","0,10","","-42,42%"
"27/10/2020","4,22","0,01","7,76","0,01","","45,52%"
"26/10/2020","2,90","25,50","53,67","2,36","","94,63%"
"23/10/2020","1,49","0,50","40,10","0,10","","-53,00%"
"22/10/2020","3,17","0,01","3,59","0,01","","11,62%"
"21/10/2020","2,84","0,20","2,95","0,20","","27,93%"
"20/10/2020","2,22","1,00","12,90","0,24","","2,30%"
"19/10/2020","2,17","1,00","5,32","0,20","","97,27%"
"16/10/2020","1,10","3,00","6,90","0,39","","-49,07%"
"15/10/2020","2,16","27,50","44,79","1,98","","-25,77%"
"14/10/2020","2,91","31,00","31,00","0,42","","223,33%"
"13/10/2020","0,90","46,00","71,00","0,90","","-37,93%"
"12/10/2020","1,45","1,00","2,75","0,38","","30,63%"
"09/10/2020","1,11","1,00","10,88","0,97","","0,00%"
"08/10/2020","1,11","6,00","6,00","0,13","","-52,56%"
"07/10/2020","2,34","71,00","71,00","1,78","","-30,15%"
"06/10/2020","3,35","65,00","66,92","2,98","","-48,85%"
"05/10/2020","6,55","1,00","22,44","1,00","","267,98%"
"02/10/2020","1,78","1,17","4,00","0,28","","23,61%"
"01/10/2020","1,44","1,04","2,31","0,43","","193,88%"
"30/09/2020","0,49","1,00","1,77","0,20","","-85,46%"
"29/09/2020","3,37","0,95","23,38","0,77","","21,66%"
"28/09/2020","2,77","0,06","4,50","0,06","","-20,63%"
"25/09/2020","3,49","1,00","7,45","0,44","","65,40%"
"24/09/2020","2,11","2,50","5,32","1,44","","-50,35%"
"23/09/2020","4,25","1,00","6,35","0,59","","105,31%"
"22/09/2020","2,07","1,23","6,36","1,03","","-9,61%"
"21/09/2020","2,29","2,43","5,83","0,83","","19,27%"
"18/09/2020","1,92","0,34","5,11","0,34","","26,32%"
"17/09/2020","1,52","9,25","9,25","1,01","","-3,18%"
"16/09/2020","1,57","0,01","1,57","0,01","","-5,99%"
"15/09/2020","1,67","1,10","4,81","0,49","","56,07%"
"14/09/2020","1,07","0,02","1,96","0,02","","-51,80%"
"11/09/2020","2,22","1,00","24,02","0,86","","-23,18%"
"10/09/2020","2,89","68,00","70,00","1,67","","-1,03%"
"09/09/2020","2,92","9,00","47,43","1,87","","329,41%"
"08/09/2020","0,68","1,09","13,22","0,53","","-82,20%"
"07/09/2020","3,82","1,00","6,42","0,98","","253,70%"
"04/09/2020","1,08","35,50","35,50","0,92","","0,00%"
"03/09/2020","1,08","1,05","3,96","0,89","","-40,00%"
"02/09/2020","1,80","5,00","5,00","0,33","","42,86%"
"01/09/2020","1,26","1,00","4,21","0,29","","-5,97%"
"31/08/2020","1,34","18,18","18,18","0,41","","3,08%"
"28/08/2020","1,30","1,07","2,07","0,15","","19,27%"
"27/08/2020","1,09","1,00","7,73","1,00","","-9,17%"
"26/08/2020","1,20","52,00","52,00","0,69","","-49,79%"
"25/08/2020","2,39","0,14","43,00","0,14","","-41,42%"
"24/08/2020","4,08","31,25","49,88","3,16","","325,00%"
"21/08/2020","0,96","5,00","38,33","0,48","","-26,72%"
"20/08/2020","1,31","0,73","4,45","0,70","","-53,71%"
"19/08/2020","2,83","1,00","15,40","0,07","","154,95%"
"18/08/2020","1,11","1,74","3,97","0,47","","-74,00%"
"17/08/2020","4,27","15,75","15,75","2,01","","-0,47%"
"14/08/2020","4,29","0,98","18,59","0,98","","351,58%"
"13/08/2020","0,95","1,34","3,94","0,13","","-40,63%"
"12/08/2020","1,60","0,40","1,64","0,08","","52,38%"
"11/08/2020","1,05","1,00","7,16","0,04","","-64,29%"
"10/08/2020","2,94","27,48","27,48","0,25","","139,02%"
"07/08/2020","1,23","1,96","2,04","0,44","","-17,45%"
"06/08/2020","1,49","0,35","1,50","0,35","","17,32%"
"05/08/2020","1,27","33,67","33,67","1,04","","-43,56%"
"04/08/2020","2,25","0,58","8,90","0,04","","116,35%"
"03/08/2020","1,04","2,00","25,18","0,62","","940,00%"
"31/07/2020","0,10","17,00","45,00","0,03","","-96,14%"
"30/07/2020","2,59","0,18","3,60","0,15","","105,56%"
"29/07/2020","1,26","53,00","54,00","1,04","","-35,71%"
"28/07/2020","1,96","4,10","4,10","0,82","","108,51%"
"27/07/2020","0,94","0,92","1,30","0,15","","-19,66%"
"24/07/2020","1,17","8,00","90,00","0,37","","-40,61%"
"23/07/2020","1,97","13,50","19,03","1,75","","69,83%"
"22/07/2020","1,16","8,00","28,67","0,16","","-57,82%"
"21/07/2020","2,75","2,20","23,12","2,08","","8,70%"
"20/07/2020","2,53","0,25","3,77","0,25","","19,34%"
"17/07/2020","2,12","1,10","9,96","0,85","","114,14%"
"16/07/2020","0,99","1,00","4,24","0,17","","-22,66%"
"15/07/2020","1,28","0,50","2,03","0,07","","-45,06%"
"14/07/2020","2,33","48,00","80,00","0,62","","15,92%"
"13/07/2020","2,01","1,00","3,50","0,05","","-44,78%"
"10/07/2020","3,64","1,06","71,00","1,06","","147,62%"
"09/07/2020","1,47","2,07","8,10","0,14","","-24,23%"
"08/07/2020","1,94","2,99","5,72","0,04","","-46,41%"
"07/07/2020","3,62","3,00","42,38","2,33","","133,55%"
"06/07/2020","1,55","10,00","10,00","0,48","","15,67%"
"03/07/2020","1,34","2,36","2,36","0,05","","-59,64%"
"02/07/2020","3,32","0,89","9,18","0,67","","204,59%"
"01/07/2020","1,09","0,88","4,37","0,03","","-16,79%"
"30/06/2020","1,31","0,87","1,94","0,25","","24,76%"
"29/06/2020","1,05","0,02","2,97","0,02","","-45,03%"
"26/06/2020","1,91","5,20","13,80","0,33","","1,60%"
"25/06/2020","1,88","1,52","3,66","0,09","","13,25%"
"24/06/2020","1,66","2,55","13,40","0,34","","-28,76%"
"23/06/2020","2,33","24,00","47,64","1,44","","202,60%"
"22/06/2020","0,77","1,00","23,00","0,04","","-58,15%"
"19/06/2020","1,84","0,75","91,75","0,64","","85,86%"
"18/06/2020","0,99","24,20","24,80","0,94","","-22,05%"
"17/06/2020","1,27","0,01","2,05","0,01","","-43,30%"
"16/06/2020","2,24","0,25","14,65","0,25","","7,69%"
"15/06/2020","2,08","4,67","14,52","1,06","","7,77%"
"12/06/2020","1,93","0,18","2,07","0,17","","-5,85%"
"11/06/2020","2,05","10,00","62,00","0,63","","35,76%"
"10/06/2020","1,51","0,05","1,54","0,05","","51,00%"
"09/06/2020","1,00","0,03","2,00","0,03","","-36,31%"
"08/06/2020","1,57","0,05","2,83","0,01","","-33,19%"
"05/06/2020","2,35","0,46","2,35","0,12","","139,80%"
"04/06/2020","0,98","3,50","17,91","0,55","","-54,84%"
"03/06/2020","2,17","0,59","16,75","0,59","","-33,64%"
"02/06/2020","3,27","99,00","99,00","0,53","","181,90%"
"29/05/2020","1,16","24,20","85,82","0,56","","-40,82%"
"28/05/2020","1,96","8,00","30,00","0,34","","25,64%"
"27/05/2020","1,56","1,00","1,78","0,07","","-56,67%"
"26/05/2020","3,60","0,09","10,32","0,06","","62,90%"
"25/05/2020","2,21","3,21","4,73","1,20","","-21,35%"
"22/05/2020","2,81","0,20","25,23","0,20","","-34,95%"
"20/05/2020","4,32","4,00","69,67","1,24","","4,35%"
"19/05/2020","4,14","3,14","11,17","0,42","","160,38%"
"18/05/2020","1,59","0,05","2,21","0,05","","34,75%"
"15/05/2020","1,18","0,08","1,25","0,03","","-5,60%"
"14/05/2020","1,25","0,12","1,34","0,09","","-52,11%"
"13/05/2020","2,61","3,00","97,00","1,26","","31,16%"
"12/05/2020","1,99","10,00","10,00","0,29","","25,95%"
"11/05/2020","1,58","1,00","4,63","0,41","","9,72%"
"08/05/2020","1,44","0,00","2,34","0,00","","213,04%"
"07/05/2020","0,46","0,19","18,50","0,19","","-80,59%"
"06/05/2020","2,37","23,00","92,00","0,65","","102,56%"
"05/05/2020","1,17","5,00","5,05","0,87","","-54,83%"
"04/05/2020","2,59","7,07","7,63","1,04","","-35,41%"
"30/04/2020","4,01","0,01","6,08","0,01","","81,45%"
"29/04/2020","2,21","1,52","2,69","0,33","","35,58%"
"28/04/2020","1,63","41,00","95,00","0,94","","-44,18%"
"27/04/2020","2,92","5,00","27,67","1,47","","-68,90%"
"24/04/2020","9,39","1,76","74,00","1,76","","410,33%"
"23/04/2020","1,84","2,00","71,44","1,00","","-29,50%"
"22/04/2020","2,61","29,00","73,00","0,56","","-8,10%"
"21/04/2020","2,84","0,67","3,34","0,08","","104,32%"
"20/04/2020","1,39","1,00","81,00","0,65","","-19,19%"
"17/04/2020","1,72","0,25","14,00","0,14","","57,80%"
"16/04/2020","1,09","0,01","5,76","0,01","","0,00%"
"15/04/2020","1,09","1,00","40,00","0,73","","-38,42%"
"14/04/2020","1,77","1,00","69,67","1,00","","90,32%"
"09/04/2020","0,93","19,00","20,00","0,29","","-40,76%"
"08/04/2020","1,57","28,00","48,27","1,52","","-30,84%"
"07/04/2020","2,27","1,00","46,00","1,00","","4,61%"
"06/04/2020","2,17","12,00","12,00","0,36","","171,25%"
"03/04/2020","0,80","38,33","67,33","0,70","","-29,82%"
"02/04/2020","1,14","0,67","6,14","0,41","","6,54%"
"01/04/2020","1,07","4,80","4,80","0,52","","-61,51%"
"31/03/2020","2,78","3,00","7,88","0,53","","12,55%"
"30/03/2020","2,47","5,00","23,00","0,12","","45,29%"
"27/03/2020","1,70","1,00","54,45","1,00","","1,80%"
"26/03/2020","1,67","0,01","3,03","0,01","","20,14%"
"25/03/2020","1,39","4,00","17,25","0,40","","-12,58%"
"24/03/2020","1,59","24,50","28,00","1,09","","-11,17%"
"23/03/2020","1,79","22,00","22,00","0,45","","-18,26%"
"20/03/2020","2,19","1,40","6,94","1,26","","192,00%"
"19/03/2020","0,75","1,50","1,50","0,01","","-70,59%"
"18/03/2020","2,55","15,00","20,00","0,07","","60,38%"
"17/03/2020","1,59","2,24","7,00","1,04","","-29,96%"
"16/03/2020","2,27","1,00","2,66","0,00","","-2,16%"
"13/03/2020","2,32","4,38","49,00","2,00","","-18,60%"
"12/03/2020","2,85","0,30","4,61","0,10","","-24,80%"
"11/03/2020","3,79","1,12","5,78","1,12","","66,23%"
"10/03/2020","2,28","0,20","6,42","0,01","","-19,43%"
"09/03/2020","2,83","0,24","6,27","0,24","","-34,64%"
"06/03/2020","4,33","0,44","17,25","0,44","","220,74%"
"05/03/2020","1,35","0,56","76,36","0,56","","-24,16%"
"04/03/2020","1,78","1,86","36,33","0,98","","49,58%"
"03/03/2020","1,19","10,00","10,00","0,77","","9,17%"
"02/03/2020","1,09","0,09","8,02","0,09","","-50,00%"
"28/02/2020","2,18","1,34","26,94","1,34","","-50,23%"
"27/02/2020","4,38","1,09","58,50","0,97","","126,94%"
"26/02/2020","1,93","37,24","43,33","1,93","","-44,70%"
"25/02/2020","3,49","1,83","7,60","1,83","","359,21%"
"24/02/2020","0,76","87,75","87,75","0,65","","-80,41%"
"21/02/2020","3,88","74,33","74,33","2,44","","424,32%"
"20/02/2020","0,74","1,10","1,10","0,05","","-30,84%"
"19/02/2020","1,07","3,00","3,00","0,00","","-28,19%"
"18/02/2020","1,49","76,00","89,50","0,60","","23,14%"
"17/02/2020","1,21","8,00","33,00","0,86","","-61,46%"
"14/02/2020","3,14","0,79","94,46","0,79","","269,41%"
"13/02/2020","0,85","1,34","2,96","0,69","","-30,33%"
"12/02/2020","1,22","2,00","7,80","0,53","","-31,46%"
"11/02/2020","1,78","2,25","50,14","0,75","","-16,43%"
"10/02/2020","2,13","5,67","12,73","1,00","","57,78%"
"07/02/2020","1,35","8,00","9,00","0,69","","-50,73%"
"06/02/2020","2,74","0,02","2,92","0,02","","242,50%"
"05/02/2020","0,80","1,89","63,00","0,44","","-58,33%"
"04/02/2020","1,92","1,55","4,83","0,41","","-4,00%"
"03/02/2020","2,00","0,27","9,83","0,27","","640,74%"
"31/01/2020","0,27","3,02","7,00","0,04","","-91,37%"
"30/01/2020","3,13","6,13","21,20","1,18","","3,99%"
"29/01/2020","3,01","9,00","59,40","0,60","","12,73%"
"28/01/2020","2,67","1,86","6,88","0,64","","25,35%"
"27/01/2020","2,13","25,50","41,50","0,67","","-44,39%"
"24/01/2020","3,83","1,84","5,70","0,06","","100,52%"
"23/01/2020","1,91","8,00","32,10","0,29","","-9,91%"
"22/01/2020","2,12","1,52","43,33","1,39","","39,47%"
"21/01/2020","1,52","0,95","2,23","0,57","","12,59%"
"20/01/2020","1,35","1,07","21,05","1,07","","-19,64%"
"17/01/2020","1,68","2,15","3,46","0,35","","-21,86%"
"16/01/2020","2,15","0,12","3,63","0,10","","144,32%"
"15/01/2020","0,88","0,20","41,29","0,20","","-31,78%"
"14/01/2020","1,29","1,92","41,00","0,40","","-29,51%"
"13/01/2020","1,83","0,67","30,67","0,67","","-13,68%"
"10/01/2020","2,12","3,44","20,11","0,75","","-44,21%"
"09/01/2020","3,80","3,50","9,98","1,94","","287,76%"
"08/01/2020","0,98","3,22","4,98","0,76","","-60,16%"
"07/01/2020","2,46","50,00","60,40","2,46","","-50,90%"
"06/01/2020","5,01","68,00","68,00","1,93","","162,30%"
"03/01/2020","1,91","2,00","58,67","1,79","","-35,69%"
"30/12/2019","2,97","45,00","79,61","2,86","","14,23%"
"27/12/2019","2,60","2,40","6,67","0,29","","-0,76%"
"23/12/2019","2,62","1,50","99,00","1,50","","26,57%"
"20/12/2019","2,07","1,91","87,00","1,35","","7,81%"
"19/12/2019","1,92","36,00","36,00","1,05","","43,28%"
"18/12/2019","1,34","1,43","6,13","0,37","","-0,74%"
"17/12/2019","1,35","2,35","10,75","0,35","","-40,53%"
"16/12/2019","2,27","3,54","3,54","0,07","","-36,59%"
"13/12/2019","3,58","2,08","32,50","0,33","","35,61%"
"12/12/2019","2,64","52,00","94,27","2,03","","34,69%"
"11/12/2019","1,96","0,50","2,26","0,38","","-7,11%"
"10/12/2019","2,11","10,00","52,00","0,88","","-33,02%"
"09/12/2019","3,15","26,00","26,00","2,60","","63,21%"
"06/12/2019","1,93","4,60","10,00","0,08","","-57,21%"
"05/12/2019","4,51","3,00","52,00","2,44","","266,67%"
"04/12/2019","1,23","0,20","6,34","0,18","","-45,09%"
"03/12/2019","2,24","1,15","37,33","0,73","","42,68%"
"02/12/2019","1,57","3,20","74,50","0,33","","-57,91%"
"29/11/2019","3,73","0,62","22,95","0,62","","29,51%"
"28/11/2019","2,88","22,50","22,50","0,60","","-31,10%"
"27/11/2019","4,18","1,00","17,09","0,35","","37,05%"
"26/11/2019","3,05","8,23","16,89","0,10","","-65,58%"
"25/11/2019","8,86","0,73","8,86","0,63","","88,91%"
"22/11/2019","4,69","4,50","87,33","0,08","","-6,01%"
"21/11/2019","4,99","34,73","58,34","2,57","","5,94%"
"20/11/2019","4,71","0,40","29,80","0,40","","6,08%"
"19/11/2019","4,44","1,00","31,01","0,02","","20,65%"
"18/11/2019","3,68","4,77","4,77","0,37","","-47,35%"
"15/11/2019","6,99","0,17","6,99","0,17","","313,61%"
"14/11/2019","1,69","1,99","9,10","0,54","","26,12%"
"13/11/2019","1,34","2,84","15,00","0,76","","-49,62%"
"12/11/2019","2,66","7,64","43,50","0,45","","-63,16%"
"11/11/2019","7,22","0,95","8,39","0,61","","107,47%"
"08/11/2019","3,48","1,06","46,67","1,06","","63,38%"
"07/11/2019","2,13","0,59","3,97","0,04","","326,00%"
"06/11/2019","0,50","1,32","2,49","0,10","","-62,41%"
"05/11/2019","1,33","0,87","66,50","0,64","","46,15%"
"04/11/2019","0,91","3,00","7,15","0,87","","51,67%"
"01/11/2019","0,60","0,07","6,45","0,06","","-78,26%"
"31/10/2019","2,76","0,02","4,82","0,02","","4,55%"
"30/10/2019","2,64","2,20","6,91","0,58","","-39,59%"
"29/10/2019","4,37","37,00","67,89","3,82","","88,36%"
"28/10/2019","2,32","1,94","36,71","1,65","","18,97%"
