Date,Close,Daily Return,Volatility (%),Put-Call Ratio,PCR Sentiment,Consecutive Signal,Signal Streak,Initial Weight,Adjusted Weight,Normalized Weight,Portfolio Return
2023-01-31,64.71861267089844,0.6889696719927896,28.04709921565334,0.0,Bullish,1,20,0.2,0.35000000000000003,0.004006868918145392,0.0027606111642527347
2023-02-01,64.67249298095703,-0.0712618643046836,28.04709921565334,0.0,Bullish,1,21,0.2,0.35000000000000003,0.004006868918145392,-0.00028553694913153137
2023-02-02,62.31992721557617,-3.6376605523364858,28.04709921565334,0.0,Bullish,1,22,0.2,0.35000000000000003,0.004006868918145392,-0.014575629001920665
2023-02-03,61.88631057739258,-0.6957913103518787,28.04709921565334,0.0,Bullish,1,23,0.2,0.35000000000000003,0.004006868918145392,-0.0027879445749645973
2023-02-06,60.90838241577149,-1.5802011018222428,28.04709921565334,0.0,Bullish,1,24,0.2,0.35000000000000003,0.004006868918145392,-0.006331658679310647
2023-02-07,61.63721466064453,1.1966041716522824,28.04709921565334,0.0,Bullish,1,25,0.2,0.35000000000000003,0.004006868918145392,0.004794636062716644
2023-02-08,61.39734649658203,-0.3891612646404252,28.04709921565334,0.0,Bullish,1,26,0.2,0.35000000000000003,0.004006868918145392,-0.0015593181754338735
2023-02-09,61.51728439331055,0.1953470362684006,28.04709921565334,0.0,Bullish,1,27,0.2,0.35000000000000003,0.004006868918145392,0.0007827299678756751
2023-02-10,60.87148284912109,-1.0497887716572896,28.04709921565334,0.0,Bullish,1,28,0.2,0.35000000000000003,0.004006868918145392,-0.004206365999771624
2023-02-13,61.572635650634766,1.151857600136963,28.04709921565334,0.0,Bullish,1,29,0.2,0.35000000000000003,0.004006868918145392,0.004615342416118341
2023-02-14,61.96011734008789,0.6293082720247867,28.04709921565334,0.0,Bullish,1,30,0.2,0.35000000000000003,0.004006868918145392,0.0025215557551079033
2023-02-15,61.62799072265625,-0.5360329058265889,28.04709921565334,0.0,Bullish,1,31,0.2,0.35000000000000003,0.004006868918145392,-0.002147813589459715
2023-02-16,61.93243408203125,0.4940017608964231,28.04709921565334,0.0,Bullish,1,32,0.2,0.35000000000000003,0.004006868918145392,0.0019794003012449696
2023-02-17,61.29586410522461,-1.0278458876063046,28.04709921565334,0.0,Bullish,1,33,0.2,0.35000000000000003,0.004006868918145392,-0.004118443739693264
2023-02-21,61.13902282714844,-0.25587579254438,28.04709921565334,0.0,Bullish,1,34,0.2,0.35000000000000003,0.004006868918145392,-0.0010252607600518947
2023-02-22,59.21084213256836,-3.153764331548792,28.04709921565334,0.0,Bullish,1,35,0.2,0.35000000000000003,0.004006868918145392,-0.012636720275238435
2023-02-23,57.965370178222656,-2.103452525733696,28.04709921565334,0.0,Bullish,1,36,0.2,0.35000000000000003,0.004006868918145392,-0.008428258546156768
2023-02-24,55.75119018554688,-3.819832403153767,28.04709921565334,0.0,Bullish,1,37,0.2,0.35000000000000003,0.004006868918145392,-0.015305567728721449
2023-02-27,55.7696418762207,0.0330964964378566,28.04709921565334,0.0,Bullish,1,38,0.2,0.35000000000000003,0.004006868918145392,0.0001326133228763573
2023-02-28,56.24938201904297,0.8602173632153542,28.04709921565334,0.0,Bullish,1,39,0.2,0.35000000000000003,0.004006868918145392,0.0034467782155165887
2023-03-01,58.26981735229492,3.5919244989535137,28.04709921565334,0.0,Bullish,1,40,0.2,0.35000000000000003,0.004006868918145392,0.014392370631181796
2023-03-02,59.97658157348633,2.929070827307445,28.04709921565334,0.0,Bullish,1,41,0.2,0.35000000000000003,0.004006868918145392,0.011736402856984612
2023-03-03,60.75154113769531,1.2921035908981748,28.04709921565334,0.0,Bullish,1,42,0.2,0.35000000000000003,0.004006868918145392,0.005177289717393946
2023-03-06,59.08168411254883,-2.7486661142664626,28.04709921565334,0.0,Bullish,1,43,0.2,0.35000000000000003,0.004006868918145392,-0.01101354481961376
2023-03-07,57.393367767333984,-2.8575968518410044,28.04709921565334,0.0,Bullish,1,44,0.2,0.35000000000000003,0.004006868918145392,-0.011450016006231845
2023-03-08,58.36207580566406,1.6878396860367406,28.04709921565334,0.0,Bullish,1,45,0.2,0.35000000000000003,0.004006868918145392,0.006762952376792894
2023-03-09,56.02796173095703,-3.999367812891441,28.04709921565334,0.0,Bullish,1,46,0.2,0.35000000000000003,0.004006868918145392,-0.016024942581705833
2023-03-10,55.45596694946289,-1.0209094955851206,28.04709921565334,0.0,Bullish,1,47,0.2,0.35000000000000003,0.004006868918145392,-0.004090650526099511
2023-03-13,56.01873779296875,1.0148066555556,28.04709921565334,0.0,Bullish,1,48,0.2,0.35000000000000003,0.004006868918145392,0.00406619724607281
2023-03-14,56.27705764770508,0.4611311588115674,28.04709921565334,0.0,Bullish,1,49,0.2,0.35000000000000003,0.004006868918145392,0.0018476921074304362
2023-03-15,53.67539596557617,-4.622952568727623,28.04709921565334,0.0,Bullish,1,50,0.2,0.35000000000000003,0.004006868918145392,-0.018523564957695113
2023-03-16,53.121856689453125,-1.0312719005893367,28.04709921565334,0.0,Bullish,1,51,0.2,0.35000000000000003,0.004006868918145392,-0.004132171324628138
2023-03-17,53.14030456542969,0.0347274683646814,28.04709921565334,0.0,Bullish,1,52,0.2,0.35000000000000003,0.004006868918145392,0.0001391484135963193
2023-03-20,54.210487365722656,2.013881570767606,28.04709921565334,0.0,Bullish,1,53,0.2,0.35000000000000003,0.004006868918145392,0.008069359470734542
2023-03-21,53.69384765625,-0.9530253915395082,28.04709921565334,0.0,Bullish,1,54,0.2,0.35000000000000003,0.004006868918145392,-0.003818647819562998
2023-03-22,53.075721740722656,-1.1512043604783306,28.04709921565334,0.0,Bullish,1,55,0.2,0.35000000000000003,0.004006868918145392,-0.004612724970434067
2023-03-23,53.149532318115234,0.1390665542960523,28.04709921565334,0.0,Bullish,1,56,0.2,0.35000000000000003,0.004006868918145392,0.0005572214539624306
2023-03-24,53.64772033691406,0.9373328363776244,28.04709921565334,0.0,Bullish,1,57,0.2,0.35000000000000003,0.004006868918145392,0.003755769808038564
2023-03-27,53.85991287231445,0.3955294541273968,28.04709921565334,0.0,Bullish,1,58,0.2,0.35000000000000003,0.004006868918145392,0.00158483467595408
2023-03-28,55.02235412597656,2.1582679801541937,28.04709921565334,0.0,Bullish,1,59,0.2,0.35000000000000003,0.004006868918145392,0.008647896886708275
2023-03-29,56.08331680297852,1.928239338093074,28.04709921565334,0.0,Bullish,1,60,0.2,0.35000000000000003,0.004006868918145392,0.007726202270550383
2023-03-30,58.02072525024414,3.454518309021859,28.04709921565334,0.0,Bullish,1,61,0.2,0.35000000000000003,0.004006868918145392,0.013841802039583866
2023-03-31,58.50046157836914,0.8268361452841155,28.04709921565334,0.0,Bullish,1,62,0.2,0.35000000000000003,0.004006868918145392,0.0033130240509380705
2023-04-03,57.94691848754883,-0.9462200397833964,28.04709921565334,0.0,Bullish,1,63,0.2,0.35000000000000003,0.004006868918145392,-0.0037913796671343878
2023-04-04,56.16634750366211,-3.0727621595086463,28.04709921565334,0.0,Bullish,1,64,0.2,0.35000000000000003,0.004006868918145392,-0.01231215518978851
2023-04-05,55.94492721557617,-0.3942223376221854,28.04709921565334,0.0,Bullish,1,65,0.2,0.35000000000000003,0.004006868918145392,-0.0015795972314569537
2023-04-06,55.31757736206055,-1.121370398960786,28.04709921565334,0.0,Bullish,1,66,0.2,0.35000000000000003,0.004006868918145392,-0.004493184197324271
2023-04-10,55.64970397949219,0.6003997884032941,28.04709921565334,0.0,Bullish,1,67,0.2,0.35000000000000003,0.004006868918145392,0.0024057232506142297
2023-04-11,57.85466003417969,3.962206259893253,28.04709921565334,0.0,Bullish,1,68,0.2,0.35000000000000003,0.004006868918145392,0.015876041110047378
2023-04-12,57.55943298339844,-0.5102908747658952,28.04709921565334,0.0,Bullish,1,69,0.2,0.35000000000000003,0.004006868918145392,-0.002044668645312688
2023-04-13,57.845436096191406,0.4968831309986266,28.04709921565334,0.0,Bullish,1,70,0.2,0.35000000000000003,0.004006868918145392,0.001990945573549162
2023-04-14,56.812156677246094,-1.7862764786267138,28.04709921565334,0.0,Bullish,1,71,0.2,0.35000000000000003,0.004006868918145392,-0.007157375701423582
2023-04-17,57.32878875732422,0.909368892670548,28.04709921565334,0.0,Bullish,1,72,0.2,0.35000000000000003,0.004006868918145392,0.0036437219511699123
2023-04-18,58.445106506347656,1.9472201894040968,28.04709921565334,0.0,Bullish,1,73,0.2,0.35000000000000003,0.004006868918145392,0.007802256053708459
2023-04-19,57.88233947753906,-0.9628984571145804,28.04709921565334,0.0,Bullish,1,74,0.2,0.35000000000000003,0.004006868918145392,-0.0038582078991425666
2023-04-20,56.0095100402832,-3.235580064939503,28.04709921565334,0.0,Bullish,1,75,0.2,0.35000000000000003,0.004006868918145392,-0.012964545194376944
2023-04-21,54.201263427734375,-3.228463543509485,28.04709921565334,0.0,Bullish,1,76,0.2,0.35000000000000003,0.004006868918145392,-0.012936030225853691
2023-04-24,54.5426139831543,0.6297833921805829,28.04709921565334,0.0,Bullish,1,77,0.2,0.35000000000000003,0.004006868918145392,0.0025234594992925474
2023-04-25,52.67901611328125,-3.416774030024716,28.04709921565334,0.0,Bullish,1,78,0.2,0.35000000000000003,0.004006868918145392,-0.013690565661232406
2023-04-26,53.84146118164063,2.206656756572012,28.04709921565334,0.0,Bullish,1,79,0.2,0.35000000000000003,0.004006868918145392,0.008841784370923918
2023-04-27,54.48726272583008,1.1994502563939855,28.04709921565334,0.0,Bullish,1,80,0.2,0.35000000000000003,0.004006868918145392,0.004806039951206582
2023-04-28,54.46881103515625,-0.0338642276208167,28.04709921565334,0.0,Bullish,1,81,0.2,0.35000000000000003,0.004006868918145392,-0.00013568952109085114
2023-05-01,54.1090087890625,-0.6605656324341624,28.04709921565334,0.0,Bullish,1,82,0.2,0.35000000000000003,0.004006868918145392,-0.0026467999009954996
2023-05-02,53.26946258544922,-1.5515830402404007,28.04709921565334,0.0,Bullish,1,83,0.2,0.35000000000000003,0.004006868918145392,-0.006216989857860794
2023-05-03,53.69384765625,0.7966760883311386,28.04709921565334,0.0,Bullish,1,84,0.2,0.35000000000000003,0.004006868918145392,0.003192176656163692
2023-05-04,53.67539596557617,-0.0343646273814446,28.04709921565334,0.0,Bullish,1,85,0.2,0.35000000000000003,0.004006868918145392,-0.00013769455733835846
2023-05-05,56.08331680297852,4.486079318253422,28.04709921565334,0.0,Bullish,1,86,0.2,0.35000000000000003,0.004006868918145392,0.017975131784644507
2023-05-08,56.15711975097656,0.1315951912354229,28.04709921565334,0.0,Bullish,1,87,0.2,0.35000000000000003,0.004006868918145392,0.000527284681538615
2023-05-09,55.79731750488281,-0.6407063747023711,28.04709921565334,0.0,Bullish,1,88,0.2,0.35000000000000003,0.004006868918145392,-0.002567226458452546
2023-05-10,55.031585693359375,-1.3723452054060226,28.04709921565334,0.0,Bullish,1,89,0.2,0.35000000000000003,0.004006868918145392,-0.005498807348507246
2023-05-11,53.20487976074219,-3.319377244180721,28.04709921565334,0.0,Bullish,1,90,0.2,0.35000000000000003,0.004006868918145392,-0.01330030950730684
2023-05-12,53.79533386230469,1.10977433689865,28.04709921565334,0.0,Bullish,1,91,0.2,0.35000000000000003,0.004006868918145392,0.004446720296674613
2023-05-15,54.87474060058594,2.0065062539515344,28.04709921565334,0.0,Bullish,1,92,0.2,0.35000000000000003,0.004006868918145392,0.008039807543022748
2023-05-16,53.62926864624024,-2.2696634931016035,28.04709921565334,0.0,Bullish,1,93,0.2,0.35000000000000003,0.004006868918145392,-0.009094244105158114
2023-05-17,54.56106948852539,1.737485641342018,28.04709921565334,0.0,Bullish,1,94,0.2,0.35000000000000003,0.004006868918145392,0.006961877212017246
2023-05-18,53.96139526367188,-1.0990881052645671,28.04709921565334,0.0,Bullish,1,95,0.2,0.35000000000000003,0.004006868918145392,-0.004403901967287905
2023-05-19,53.998294830322266,0.0683814168816132,28.04709921565334,0.0,Bullish,1,96,0.2,0.35000000000000003,0.004006868918145392,0.00027399537388167857
2023-05-22,54.081329345703125,0.15377247678241,28.04709921565334,0.0,Bullish,1,97,0.2,0.35000000000000003,0.004006868918145392,0.0006161461576856726
2023-05-23,53.26946258544922,-1.5011960136264824,28.04709921565334,0.0,Bullish,1,98,0.2,0.35000000000000003,0.004006868918145392,-0.006015095647043719
2023-05-24,51.1198616027832,-4.035334464315,28.04709921565334,0.0,Bullish,1,99,0.2,0.35000000000000003,0.004006868918145392,-0.016169056239384662
2023-05-25,50.769287109375,-0.6857892068102056,28.04709921565334,0.0,Bullish,1,100,0.2,0.35000000000000003,0.004006868918145392,-0.0027478674571673953
2023-05-26,52.28231048583984,2.980194252492163,28.04709921565334,0.0,Bullish,1,101,0.2,0.35000000000000003,0.004006868918145392,0.01194124772034639
2023-05-30,51.49811935424805,-1.4999167487140586,28.04709921565334,0.0,Bullish,1,102,0.2,0.35000000000000003,0.004006868918145392,-0.006009969800228054
2023-05-31,50.64934921264648,-1.6481575487504618,28.04709921565334,0.0,Bullish,1,103,0.2,0.35000000000000003,0.004006868918145392,-0.006603951254294925
2023-06-01,52.02398681640625,2.7140281664597143,28.04709921565334,0.0,Bullish,1,104,0.2,0.35000000000000003,0.004006868918145392,0.010874755103158558
2023-06-02,54.173587799072266,4.131942040989678,28.04709921565334,0.0,Bullish,1,105,0.2,0.35000000000000003,0.004006868918145392,0.016556150135619774
2023-06-05,53.38939666748047,-1.4475525130444256,28.04709921565334,0.0,Bullish,1,106,0.2,0.35000000000000003,0.004006868918145392,-0.005800153171900961
2023-06-06,54.2197151184082,1.5552122757616529,28.04709921565334,0.0,Bullish,1,107,0.2,0.35000000000000003,0.004006868918145392,0.006231531728867528
2023-06-07,54.18281173706055,-0.0680626618326241,28.04709921565334,0.0,Bullish,1,108,0.2,0.35000000000000003,0.004006868918145392,-0.00027271816418338225
2023-06-08,55.36370849609375,2.1794674753386367,28.04709921565334,0.0,Bullish,1,109,0.2,0.35000000000000003,0.004006868918145392,0.008732840485043194
2023-06-09,55.04080581665039,-0.5832388909896458,28.04709921565334,0.0,Bullish,1,110,0.2,0.35000000000000003,0.004006868918145392,-0.00233696178416
2023-06-12,54.9116439819336,-0.2346655954621246,28.04709921565334,0.0,Bullish,1,111,0.2,0.35000000000000003,0.004006868918145392,-0.0009402742806152675
2023-06-13,56.66453552246094,3.192203717492159,28.04709921565334,0.0,Bullish,1,112,0.2,0.35000000000000003,0.004006868918145392,0.012790741856007508
2023-06-14,57.87311172485352,2.1328617472096134,28.04709921565334,0.0,Bullish,1,113,0.2,0.35000000000000003,0.004006868918145392,0.008546097441595474
2023-06-15,59.02633285522461,1.9926717192154,28.04709921565334,0.0,Bullish,1,114,0.2,0.35000000000000003,0.004006868918145392,0.007984374375791529
2023-06-16,58.2790412902832,-1.2660308184387905,28.04709921565334,0.0,Bullish,1,115,0.2,0.35000000000000003,0.004006868918145392,-0.005072819535816562
2023-06-20,57.53175735473633,-1.2822515933725076,28.04709921565334,0.0,Bullish,1,116,0.2,0.35000000000000003,0.004006868918145392,-0.005137814054726705
2023-06-21,57.14427947998047,-0.6735025880866163,28.04709921565334,0.0,Bullish,1,117,0.2,0.35000000000000003,0.004006868918145392,-0.0026986365864947424
2023-06-22,56.1848030090332,-1.6790420312909893,28.04709921565334,0.0,Bullish,1,118,0.2,0.35000000000000003,0.004006868918145392,-0.0067277013274395685
2023-06-23,54.7179069519043,-2.610841328202329,28.04709921565334,0.0,Bullish,1,119,0.2,0.35000000000000003,0.004006868918145392,-0.010461298968183345
2023-06-26,54.9393196105957,0.4046438744194303,28.04709921565334,0.0,Bullish,1,120,0.2,0.35000000000000003,0.004006868918145392,0.0016213549633291426
2023-06-27,55.7696418762207,1.51134428221944,28.04709921565334,0.0,Bullish,1,121,0.2,0.35000000000000003,0.004006868918145392,0.006055758429041832
2023-06-28,54.78248596191406,-1.770059625804321,28.04709921565334,0.0,Bullish,1,122,0.2,0.35000000000000003,0.004006868918145392,-0.007092396897899398
2023-06-29,55.14228820800781,0.6567833492329811,28.04709921565334,0.0,Bullish,1,123,0.2,0.35000000000000003,0.004006868918145392,0.0026316447879970624
2023-06-30,55.05002975463867,-0.1673098022721197,28.04709921565334,0.0,Bullish,1,124,0.2,0.35000000000000003,0.004006868918145392,-0.0006703884464252077
2023-07-03,56.08331680297852,1.876996348494764,28.04709921565334,0.0,Bullish,1,125,0.2,0.35000000000000003,0.004006868918145392,0.007520878328256067
2023-07-05,54.81938552856445,-2.253667126811121,28.04709921565334,0.0,Bullish,1,126,0.2,0.35000000000000003,0.004006868918145392,-0.009030148762265511
2023-07-06,53.3248176574707,-2.726349185937127,28.04709921565334,0.0,Bullish,1,127,0.2,0.35000000000000003,0.004006868918145392,-0.010924123813142467
2023-07-07,53.53701019287109,0.3979245400582476,28.04709921565334,0.0,Bullish,1,128,0.2,0.35000000000000003,0.004006868918145392,0.0015944314713266935
2023-07-10,53.02037048339844,-0.9650141231485,28.04709921565334,0.0,Bullish,1,129,0.2,0.35000000000000003,0.004006868918145392,-0.003866685095615055
2023-07-11,54.210487365722656,2.2446408266740825,28.04709921565334,0.0,Bullish,1,130,0.2,0.35000000000000003,0.004006868918145392,0.00899398156080056
2023-07-12,56.00028610229492,3.30157285710726,28.04709921565334,0.0,Bullish,1,131,0.2,0.35000000000000003,0.004006868918145392,0.013228969662135558
2023-07-13,57.50408554077149,2.685342420804049,28.04709921565334,0.0,Bullish,1,132,0.2,0.35000000000000003,0.004006868918145392,0.010759815080497049
2023-07-14,57.29188537597656,-0.3690175451002808,28.04709921565334,0.0,Bullish,1,133,0.2,0.35000000000000003,0.004006868918145392,-0.0014786049317126306
2023-07-17,56.378543853759766,-1.5941900257305464,28.04709921565334,0.0,Bullish,1,134,0.2,0.35000000000000003,0.004006868918145392,-0.006387710463717129
2023-07-18,56.54460906982422,0.2945539290535981,28.04709921565334,0.0,Bullish,1,135,0.2,0.35000000000000003,0.004006868918145392,0.0011802389830424653
2023-07-19,55.90802764892578,-1.1258039119385388,28.04709921565334,0.0,Bullish,1,136,0.2,0.35000000000000003,0.004006868918145392,-0.004510948702673024
2023-07-20,56.15711975097656,0.4455390621449728,28.04709921565334,0.0,Bullish,1,137,0.2,0.35000000000000003,0.004006868918145392,0.0017852166199283398
2023-07-21,56.03718948364258,-0.2135619986669557,28.04709921565334,0.0,Bullish,1,138,0.2,0.35000000000000003,0.004006868918145392,-0.0008557149345556325
2023-07-24,56.72911834716797,1.2347672499302798,28.04709921565334,0.0,Bullish,1,139,0.2,0.35000000000000003,0.004006868918145392,0.004947550514889501
2023-07-25,59.22007369995117,4.390964332530567,28.04709921565334,0.0,Bullish,1,140,0.2,0.35000000000000003,0.004006868918145392,0.01759401850470176
2023-07-26,58.23291397094727,-1.6669343135328083,28.04709921565334,0.0,Bullish,1,141,0.2,0.35000000000000003,0.004006868918145392,-0.0066791872894846355
2023-07-27,57.23653411865234,-1.711025233585295,28.04709921565334,0.0,Bullish,1,142,0.2,0.35000000000000003,0.004006868918145392,-0.006855853826615378
2023-07-28,56.58150863647461,-1.1444184946975522,28.04709921565334,0.0,Bullish,1,143,0.2,0.35000000000000003,0.004006868918145392,-0.004585534895754359
2023-07-31,57.79930877685547,2.1522935137784804,28.04709921565334,0.0,Bullish,1,144,0.2,0.35000000000000003,0.004006868918145392,0.008623957983084926
2023-08-01,56.23093032836914,-2.7134899736281137,28.04709921565334,0.0,Bullish,1,145,0.2,0.35000000000000003,0.004006868918145392,-0.01087259863502965
2023-08-02,55.05926132202149,-2.083673521859797,28.04709921565334,0.0,Bullish,1,146,0.2,0.35000000000000003,0.004006868918145392,-0.008349006670302564
2023-08-03,55.19764709472656,0.2513396827024339,28.04709921565334,0.0,Bullish,1,147,0.2,0.35000000000000003,0.004006868918145392,0.0010070851625169075
2023-08-04,55.25299835205078,0.1002782912634447,28.04709921565334,0.0,Bullish,1,148,0.2,0.35000000000000003,0.004006868918145392,0.00040180196842822723
2023-08-07,55.299129486083984,0.0834907342752266,28.04709921565334,0.0,Bullish,1,149,0.2,0.35000000000000003,0.004006868918145392,0.00033453642812054165
2023-08-08,54.82861709594727,-0.8508495423153462,28.04709921565334,0.0,Bullish,1,150,0.2,0.35000000000000003,0.004006868918145392,-0.0034092425851215934
2023-08-09,54.89319610595703,0.1177834011329537,28.04709921565334,0.0,Bullish,1,151,0.2,0.35000000000000003,0.004006868918145392,0.000471942649073083
2023-08-10,54.72713470458984,-0.3025172756322081,28.04709921565334,0.0,Bullish,1,152,0.2,0.35000000000000003,0.004006868918145392,-0.0012121470689327172
2023-08-11,54.39500427246094,-0.6068843799729384,28.04709921565334,0.0,Bullish,1,153,0.2,0.35000000000000003,0.004006868918145392,-0.0024317061590215052
2023-08-14,53.36171722412109,-1.899599167534172,28.04709921565334,0.0,Bullish,1,154,0.2,0.35000000000000003,0.004006868918145392,-0.0076114448613275355
2023-08-15,52.2730827331543,-2.0401039314280167,28.04709921565334,0.0,Bullish,1,155,0.2,0.35000000000000003,0.004006868918145392,-0.008174429032625139
2023-08-16,51.31360626220703,-1.83550772363138,28.04709921565334,0.0,Bullish,1,156,0.2,0.35000000000000003,0.004006868918145392,-0.007354638846834379
2023-08-17,51.876373291015625,1.096720869573886,28.04709921565334,0.0,Bullish,1,157,0.2,0.35000000000000003,0.004006868918145392,0.004394416764176991
2023-08-18,51.47966766357422,-0.764713495324687,28.04709921565334,0.0,Bullish,1,158,0.2,0.35000000000000003,0.004006868918145392,-0.0030641067357028103
2023-08-21,51.88560485839844,0.7885388800041637,28.04709921565334,0.0,Bullish,1,159,0.2,0.35000000000000003,0.004006868918145392,0.003159571929037863
2023-08-22,51.07373809814453,-1.5647244789177672,28.04709921565334,0.0,Bullish,1,160,0.2,0.35000000000000003,0.004006868918145392,-0.006269645880036847
2023-08-23,52.56830596923828,2.926294269320473,28.04709921565334,0.0,Bullish,1,161,0.2,0.35000000000000003,0.004006868918145392,0.011725277553087185
2023-08-24,51.08295822143555,-2.825557568227377,28.04709921565334,0.0,Bullish,1,162,0.2,0.35000000000000003,0.004006868918145392,-0.011321638796560757
2023-08-25,50.93534851074219,-0.2889607725016563,28.04709921565334,0.0,Bullish,1,163,0.2,0.35000000000000003,0.004006868918145392,-0.0011578279379001685
2023-08-28,51.728763580322266,1.5576904699351246,28.04709921565334,0.0,Bullish,1,164,0.2,0.35000000000000003,0.004006868918145392,0.0062414615280743406
2023-08-29,52.85430908203125,2.175860051171119,28.04709921565334,0.0,Bullish,1,165,0.2,0.35000000000000003,0.004006868918145392,0.0087183860092718
2023-08-30,53.278690338134766,0.8029265039580125,28.04709921565334,0.0,Bullish,1,166,0.2,0.35000000000000003,0.004006868918145392,0.0032172212522645037
2023-08-31,53.038818359375,-0.4502212371163994,28.04709921565334,0.0,Bullish,1,167,0.2,0.35000000000000003,0.004006868918145392,-0.0018039774812906675
2023-09-01,53.74920272827149,1.339366884237747,28.04709921565334,0.0,Bullish,1,168,0.2,0.35000000000000003,0.004006868918145392,0.0053666675384454665
2023-09-05,53.97061920166016,0.4119437352550825,28.04709921565334,0.0,Bullish,1,169,0.2,0.35000000000000003,0.004006868918145392,0.0016506045488183043
2023-09-06,53.97061920166016,0.0,28.04709921565334,0.0,Bullish,1,170,0.2,0.35000000000000003,0.004006868918145392,0.0
2023-09-07,52.547847747802734,-2.6361962766098035,28.04709921565334,0.0,Bullish,1,171,0.2,0.35000000000000003,0.004006868918145392,-0.010562892922878434
2023-09-08,52.15895462036133,-0.7400743210413729,28.04709921565334,0.0,Bullish,1,172,0.2,0.35000000000000003,0.004006868918145392,-0.0029653807940982317
2023-09-11,53.6006965637207,2.764131209785714,28.04709921565334,0.0,Bullish,1,173,0.2,0.35000000000000003,0.004006868918145392,0.011075511430165998
2023-09-12,53.581729888916016,-0.03538512747151,28.04709921565334,0.0,Bullish,1,174,0.2,0.35000000000000003,0.004006868918145392,-0.00014178356743020607
2023-09-13,53.26871871948242,-0.5841751844938958,28.04709921565334,0.0,Bullish,1,175,0.2,0.35000000000000003,0.004006868918145392,-0.0023407133895004414
2023-09-14,55.39339828491211,3.988606477693657,28.04709921565334,0.0,Bullish,1,176,0.2,0.35000000000000003,0.004006868918145392,0.015981823322184088
2023-09-15,55.44082260131836,0.0856136613289759,28.04709921565334,0.0,Bullish,1,177,0.2,0.35000000000000003,0.004006868918145392,0.0003430427185476997
2023-09-18,55.25111770629883,-0.3421754694798107,28.04709921565334,0.0,Bullish,1,178,0.2,0.35000000000000003,0.004006868918145392,-0.0013710522532104608
2023-09-19,54.86222457885742,-0.7038647245267815,28.04709921565334,0.0,Bullish,1,179,0.2,0.35000000000000003,0.004006868918145392,-0.0028202936872853295
