Date,Close,Daily Return,Volatility (%),Put-Call Ratio,PCR Sentiment,Consecutive Signal,Signal Streak,Initial Weight,Adjusted Weight,Normalized Weight,Portfolio Return
2023-01-03,116.61575317382812,0.0,35.38743335400448,0.0,Bullish,1,1,0.2,0.25,0.0028620492272467086,0.0
2023-01-04,114.76738739013672,-1.5850052273265525,35.38743335400448,0.0,Bullish,1,2,0.2,0.30000000000000004,0.003434459072696051,-0.005443635583262345
2023-01-05,113.60980987548828,-1.0086293161953752,35.38743335400448,0.0,Bullish,1,3,0.2,0.35000000000000003,0.004006868918145392,-0.00404144545699349
2023-01-06,117.119873046875,3.0895775419689686,35.38743335400448,0.0,Bullish,1,4,0.2,0.35000000000000003,0.004006868918145392,0.012379532223115502
2023-01-09,120.39653778076172,2.7977017466329634,35.38743335400448,0.0,Bullish,1,5,0.2,0.35000000000000003,0.004006868918145392,0.011210024170824697
2023-01-10,120.14447784423828,-0.209358127043846,35.38743335400448,0.0,Bullish,1,6,0.2,0.35000000000000003,0.004006868918145392,-0.0008388705720131208
2023-01-11,122.77702331542967,2.191149787678448,35.38743335400448,0.0,Bullish,1,7,0.2,0.35000000000000003,0.004006868918145392,0.008779649979249649
2023-01-12,120.77928161621094,-1.6271299346346746,35.38743335400448,0.0,Bullish,1,8,0.2,0.35000000000000003,0.004006868918145392,-0.006519696360871622
2023-01-13,121.33004760742188,0.4560103221685541,35.38743335400448,0.0,Bullish,1,9,0.2,0.35000000000000003,0.004006868918145392,0.0018271735862506462
2023-01-17,120.07913208007812,-1.0310022554274711,35.38743335400448,0.0,Bullish,1,10,0.2,0.35000000000000003,0.004006868918145392,-0.0041310908918101305
2023-01-18,118.2027587890625,-1.5626139683990292,35.38743335400448,0.0,Bullish,1,11,0.2,0.35000000000000003,0.004006868918145392,-0.006261189341037897
2023-01-19,118.15608215332033,-0.0394886178803011,35.38743335400448,0.0,Bullish,1,12,0.2,0.35000000000000003,0.004006868918145392,-0.00015822571560509887
2023-01-20,119.6777114868164,1.2878129553429265,35.38743335400448,0.0,Bullish,1,13,0.2,0.35000000000000003,0.004006868918145392,0.005160097703148532
2023-01-23,119.00557708740234,-0.5616203644469797,35.38743335400448,0.0,Bullish,1,14,0.2,0.35000000000000003,0.004006868918145392,-0.0022503391821000907
2023-01-24,120.6299057006836,1.3649180593345411,35.38743335400448,0.0,Bullish,1,15,0.2,0.35000000000000003,0.004006868918145392,0.005469047747762901
2023-01-25,120.31251525878906,-0.2631109093976014,35.38743335400448,0.0,Bullish,1,16,0.2,0.35000000000000003,0.004006868918145392,-0.0010542509248902174
2023-01-26,122.19822692871094,1.5673445658298757,35.38743335400448,0.0,Bullish,1,17,0.2,0.35000000000000003,0.004006868918145392,0.006280144224847814
2023-01-27,123.43048858642578,1.0084120602124047,35.38743335400448,0.0,Bullish,1,18,0.2,0.35000000000000003,0.004006868918145392,0.0040405749407480445
2023-01-30,121.62877655029295,-1.4596977268474975,35.38743335400448,0.0,Bullish,1,19,0.2,0.35000000000000003,0.004006868918145392,-0.005848817451592721
