Date,Close,Daily Return,Volatility (%),Put-Call Ratio,PCR Sentiment,Consecutive Signal,Signal Streak,Initial Weight,Adjusted Weight,Normalized Weight,Portfolio Return
2023-01-03,31.078916549682617,0.0,25.0290426772146,0.43,Bullish,1,1,0.2,0.25,0.006075334143377886,0.0
2023-01-04,30.58991241455078,-1.573427227909041,25.0290426772146,3.05,Bearish,2,1,0.2,0.15000000000000002,0.0036452004860267322,-0.005735457695901731
2023-01-05,30.69858360290528,0.3552517146234057,25.0290426772146,0.77,Neutral,3,1,0.2,0.2,0.004860267314702309,0.001726618297076091
2023-01-06,31.20569610595703,1.65190847112493,25.0290426772146,0.8,Neutral,3,2,0.2,0.2,0.004860267314702309,0.008028716749088359
2023-01-09,31.486421585083008,0.8995969138864579,25.0290426772146,1.33,Bearish,4,1,0.2,0.15000000000000002,0.0036452004860267322,0.003279211107727065
2023-01-10,31.55886459350586,0.2300769816827141,25.0290426772146,1.85,Bearish,4,2,0.2,0.1,0.0024301336573511545,0.0005591178169689286
2023-01-11,31.730926513671875,0.5452094756331016,25.0290426772146,1.6,Bearish,4,3,0.2,0.04999999999999999,0.0012150668286755768,0.000662465948521387
2023-01-12,31.97542953491211,0.7705511565660794,25.0290426772146,1.71,Bearish,4,4,0.2,0.04999999999999999,0.0012150668286755768,0.000936271150141044
2023-01-13,32.20181655883789,0.7080030736681842,25.0290426772146,0.04,Bullish,5,1,0.2,0.25,0.006075334143377886,0.004301355247072808
2023-01-17,32.319541931152344,0.3655861218243794,25.0290426772146,1.9,Bearish,6,1,0.2,0.15000000000000002,0.0036452004860267322,0.0013326347089588559
2023-01-18,32.002593994140625,-0.9806696446592156,25.0290426772146,3.21,Bearish,6,2,0.2,0.1,0.0024301336573511545,-0.0023831583102289565
2023-01-19,32.1837043762207,0.5659240688840272,25.0290426772146,4.04,Bearish,6,3,0.2,0.04999999999999999,0.0012150668286755768,0.0006876355636500936
2023-01-20,32.14748001098633,-0.1125549899754219,25.0290426772146,1.66,Bearish,6,4,0.2,0.04999999999999999,0.0012150668286755768,-0.00013676183472104725
2023-01-23,32.219932556152344,0.225375504211378,25.0290426772146,3.07,Bearish,6,5,0.2,0.04999999999999999,0.0012150668286755768,0.0002738462991632782
2023-01-24,31.95731544494629,-0.8150765391838455,25.0290426772146,0.68,Bullish,7,1,0.2,0.25,0.006075334143377886,-0.0049518623279699
2023-01-25,31.91203498840332,-0.1416904264720742,25.0290426772146,26.04,Bearish,8,1,0.2,0.15000000000000002,0.0036452004860267322,-0.0005164900114413398
2023-01-26,32.826656341552734,2.86607028815864,25.0290426772146,1.92,Bearish,8,2,0.2,0.1,0.0024301336573511545,0.006964933871588434
2023-01-27,32.89004135131836,0.1930900579885985,25.0290426772146,2.93,Bearish,8,3,0.2,0.04999999999999999,0.0012150668286755768,0.0002346173244089896
2023-01-30,32.754207611083984,-0.412993522213767,25.0290426772146,0.21,Bullish,9,1,0.2,0.25,0.006075334143377886,-0.002509073646499192
2023-01-31,32.80854034423828,0.1658801635485485,25.0290426772146,0.23,Bullish,9,2,0.2,0.30000000000000004,0.0072904009720534645,0.0012093329055787258
2023-02-01,32.99870681762695,0.5796249128835917,25.0290426772146,0.84,Neutral,10,1,0.2,0.2,0.004860267314702309,0.002817132018875294
2023-02-02,31.875810623168945,-3.4028490894018604,25.0290426772146,1.81,Bearish,11,1,0.2,0.15000000000000002,0.0036452004860267322,-0.012404067154563285
