Date,Close,Daily Return,Volatility (%),Put-Call Ratio,PCR Sentiment,Consecutive Signal,Signal Streak,Initial Weight,Adjusted Weight,Normalized Weight,Portfolio Return
2023-01-02,54.18338394165039,0.0,23.11423593303765,0.0,Bullish,1,1,0.2,0.25,0.006024096385542169,0.0
2023-01-03,53.2445182800293,-1.7327556777039788,23.11423593303765,0.43,Bullish,1,2,0.2,0.30000000000000004,0.0072289156626506035,-0.012525944658101053
2023-01-04,51.99870681762695,-2.339792907600813,23.11423593303765,3.05,Bearish,2,1,0.2,0.15000000000000002,0.0036144578313253017,-0.008457082798557156
2023-01-05,52.3056526184082,0.5902950661019091,23.11423593303765,0.77,Neutral,3,1,0.2,0.2,0.004819277108433735,0.002844795499286309
2023-01-06,52.97369003295898,1.2771801537864391,23.11423593303765,0.8,Neutral,3,2,0.2,0.2,0.004819277108433735,0.006155085078488864
2023-01-09,52.648704528808594,-0.6134847392133547,23.11423593303765,1.33,Bearish,4,1,0.2,0.15000000000000002,0.0036144578313253017,-0.00221741472004827
2023-01-10,52.72994613647461,0.1543088446203988,23.11423593303765,1.85,Bearish,4,2,0.2,0.1,0.0024096385542168677,0.000371828541253973
2023-01-11,53.07299423217773,0.6505754715077083,23.11423593303765,1.6,Bearish,4,3,0.2,0.04999999999999999,0.0012048192771084334,0.0007838258692863954
2023-01-12,53.66881561279297,1.1226451215635258,23.11423593303765,1.71,Bearish,4,4,0.2,0.04999999999999999,0.0012048192771084334,0.0013525844838114765
2023-01-13,53.92158889770508,0.4709872614588883,23.11423593303765,0.04,Bullish,5,1,0.2,0.25,0.006024096385542169,0.0028372726593908935
2023-01-16,53.60562515258789,-0.5859689070301766,23.11423593303765,4.03,Bearish,6,1,0.2,0.15000000000000002,0.0036144578313253017,-0.0021179599049283493
2023-01-17,53.80422592163086,0.3704849416038991,23.11423593303765,1.9,Bearish,6,2,0.2,0.1,0.0024096385542168677,0.0008927347990455401
2023-01-18,53.80422592163086,0.0,23.11423593303765,3.21,Bearish,6,3,0.2,0.04999999999999999,0.0012048192771084334,0.0
2023-01-19,52.66675567626953,-2.114090902484356,23.11423593303765,4.04,Bearish,6,4,0.2,0.04999999999999999,0.0012048192771084334,-0.0025470974728727174
2023-01-20,53.12716293334961,0.8741895170268243,23.11423593303765,1.66,Bearish,6,5,0.2,0.04999999999999999,0.0012048192771084334,0.0010532403819600291
2023-01-23,53.44312286376953,0.5947238907078711,23.11423593303765,3.07,Bearish,6,6,0.2,0.04999999999999999,0.0012048192771084334,0.0007165348080817723
2023-01-24,52.982723236083984,-0.8614759074972889,23.11423593303765,0.68,Bullish,7,1,0.2,0.25,0.006024096385542169,-0.005189613900586078
2023-01-25,52.711891174316406,-0.5111705197952676,23.11423593303765,26.04,Bearish,8,1,0.2,0.15000000000000002,0.0036144578313253017,-0.0018476042884166303
2023-01-26,52.820220947265625,0.2055129697224877,23.11423593303765,1.92,Bearish,8,2,0.2,0.1,0.0024096385542168677,0.0004952119752349101
2023-01-27,52.919525146484375,0.1880041344732186,23.11423593303765,2.93,Bearish,8,3,0.2,0.04999999999999999,0.0012048192771084334,0.00022651100538941994
2023-01-30,52.278568267822266,-1.2111916667579714,23.11423593303765,0.21,Bullish,9,1,0.2,0.25,0.006024096385542169,-0.007296335341915491
2023-01-31,51.439002990722656,-1.6059454283417485,23.11423593303765,0.23,Bullish,9,2,0.2,0.30000000000000004,0.0072289156626506035,-0.011609244060301798
2023-02-01,50.5272216796875,-1.772548568251997,23.11423593303765,0.84,Neutral,10,1,0.2,0.2,0.004819277108433735,-0.008542402738563841
2023-02-02,49.81404876708984,-1.4114627499583254,23.11423593303765,1.81,Bearish,11,1,0.2,0.15000000000000002,0.0036144578313253017,-0.005101672590210816
2023-02-03,50.87026596069336,2.1203199092327374,23.11423593303765,0.91,Neutral,12,1,0.2,0.2,0.004819277108433735,0.010218409201121628
2023-02-06,50.247371673583984,-1.224476175514155,23.11423593303765,0.99,Neutral,12,2,0.2,0.2,0.004819277108433735,-0.005901090002477857
2023-02-07,51.94454956054688,3.3776450995050444,23.11423593303765,1.53,Bearish,13,1,0.2,0.15000000000000002,0.0036144578313253017,0.012208355781343536
2023-02-08,50.95151901245117,-1.91171269458833,23.11423593303765,5.54,Bearish,13,2,0.2,0.1,0.0024096385542168677,-0.004606536613465856
2023-02-09,52.224403381347656,2.498226536848547,23.11423593303765,1.13,Neutral,14,1,0.2,0.2,0.004819277108433735,0.012039645960715889
2023-02-10,53.57853698730469,2.5929135007422,23.11423593303765,2.13,Bearish,15,1,0.2,0.15000000000000002,0.0036144578313253017,0.009371976508706747
2023-02-13,53.75006103515625,0.3201357437068619,23.11423593303765,24.23,Bearish,15,2,0.2,0.1,0.0024096385542168677,0.0007714114306189443
2023-02-14,54.14726638793945,0.7389858637060875,23.11423593303765,0.17,Bullish,16,1,0.2,0.25,0.006024096385542169,0.0044517220705186
2023-02-15,54.16532516479492,0.0333512253898105,23.11423593303765,0.79,Neutral,17,1,0.2,0.2,0.004819277108433735,0.00016072879705932773
2023-02-16,54.11116027832031,-0.0999991900903718,23.11423593303765,14.82,Bearish,18,1,0.2,0.15000000000000002,0.0036144578313253017,-0.00036144285574833186
2023-02-17,52.95563507080078,-2.135465588939689,23.11423593303765,0.46,Bullish,19,1,0.2,0.25,0.006024096385542169,-0.01286425053578126
2023-02-20,53.19035720825195,0.443242984693426,23.11423593303765,3.94,Bearish,20,1,0.2,0.15000000000000002,0.0036144578313253017,0.0016020830772051544
