Date,Close,Daily Return
2019-01-02,31.96871566772461,0.0
2019-01-03,30.986814498901367,-0.03071443904812743
2019-01-04,32.87715148925781,0.061004560195223156
2019-01-07,33.05082321166992,0.005282444328209346
2019-01-08,32.95063018798828,-0.0030314834532249035
2019-01-09,33.1309700012207,0.005473030779792554
2019-01-10,33.11705017089844,-0.0004201455714020197
2019-01-11,32.88019561767578,-0.007152042588346008
2019-01-14,32.83839797973633,-0.0012712101358965944
2019-01-15,33.11007308959961,0.008273092677387073
2019-01-16,32.977718353271484,-0.003997416012038291
2019-01-17,33.33300018310547,0.010773390263936866
2019-01-18,33.465354919433594,0.003970681774849938
2019-01-22,32.302005767822266,-0.034762791382671465
2019-01-23,32.41346740722656,0.0034506104730911424
2019-01-24,32.476158142089844,0.0019340952967377145
2019-01-25,33.583778381347656,0.03410564249661996
2019-01-28,33.583778381347656,0.0
2019-01-29,34.21072769165039,0.01866821842330113
2019-01-30,35.3392448425293,0.032987230235220544
2019-01-31,35.65968704223633,0.009067601787613455
2019-02-01,35.590023040771484,-0.0019535785993390897
2019-02-04,35.610923767089844,0.000587263635497326
2019-02-05,35.63182067871094,0.0005868118377880815
2019-02-06,35.53429412841797,-0.0027370633449341764
2019-02-07,35.15812683105469,-0.010586035450819486
2019-02-08,35.31834411621094,0.00455704838673987
2019-02-11,35.457664489746094,0.003944702873858841
2019-02-12,35.70148468017578,0.006876374796207951
2019-02-13,35.987098693847656,0.00800005983590002
2019-02-14,36.20304870605469,0.0060007619409438995
2019-02-15,36.75336837768555,0.015200920676573304
2019-02-19,37.059879302978516,0.008339668956140134
2019-02-20,37.735591888427734,0.01823299476841278
2019-02-21,37.19223403930664,-0.014399081130822888
2019-02-22,37.8261604309082,0.017044590301609652
2019-02-25,37.7286262512207,-0.002578484799313774
2019-02-26,37.95154571533203,0.005908496710879119
2019-02-27,37.812225341796875,-0.0036710065666408775
2019-02-28,36.85089874267578,-0.025423698034996667
2019-03-01,36.579219818115234,-0.007372382596626426
2019-03-04,36.77426528930664,0.005332138633936001
2019-03-05,36.843929290771484,0.0018943682740304446
2019-03-06,37.080780029296875,0.006428487489924528
2019-03-07,36.91006851196289,-0.004603773631490671
2019-03-08,36.73935317993164,-0.004625169741311108
2019-03-11,37.080780029296875,0.009293218846099238
2019-03-12,37.18747329711914,0.0028773199414351414
2019-03-13,37.564476013183594,0.010137895442701605
2019-03-14,37.13057327270508,-0.011550879621646581
2019-03-15,37.073665618896484,-0.0015326360137408734
2019-03-18,37.71385192871094,0.01726795284813032
2019-03-19,37.5858154296875,-0.0033949462193747504
2019-03-20,37.97703552246094,0.010408716381457905
2019-03-21,38.1904296875,0.0056190316622490855
2019-03-22,37.1661376953125,-0.02682064592016775
